idx,regime,mover_spec,opp_spec,opp_class,phase,k_remaining,legal_n,final_margin_mover,result_mover,motifs,block_opp,block_mag,block_actual_took,avoid_feeding_opp,avoid_feeding_mag,avoid_feeding_actual_took,contest_merge_opp,contest_merge_mag,contest_merge_actual_took,farm_claim_opp,farm_claim_mag,farm_claim_actual_took
624,greedy:greedy,greedy,greedy,mid,opening,64,3,32,W,farm_claim,0,,,0,,,0,,,1,6.0,0
627,greedy:greedy,greedy,greedy,mid,opening,51,19,-32,L,avoid_feeding,0,,,1,3.4,1,0,,,0,,
629,greedy:greedy,greedy,greedy,mid,midgame,43,16,-32,L,avoid_feeding,0,,,1,2.2,1,0,,,0,,
626,greedy:greedy,greedy,greedy,mid,opening,58,6,32,W,farm_claim,0,,,0,,,0,,,1,6.0,0
628,greedy:greedy,greedy,greedy,mid,opening,48,3,32,W,farm_claim,0,,,0,,,0,,,1,6.0,0
630,greedy:greedy,greedy,greedy,mid,midgame,41,5,-32,L,farm_claim,0,,,0,,,0,,,1,6.0,0
631,greedy:greedy,greedy,greedy,mid,midgame,37,3,-32,L,farm_claim,0,,,0,,,0,,,1,6.0,0
632,greedy:greedy,greedy,greedy,mid,late_mid,28,4,32,W,farm_claim,0,,,0,,,0,,,1,6.0,0
634,greedy:greedy,greedy,greedy,mid,late_mid,23,38,-32,L,avoid_feeding,0,,,1,4.4,1,0,,,0,,
633,greedy:greedy,greedy,greedy,mid,late_mid,27,37,-32,L,avoid_feeding,0,,,1,4.9,0,0,,,0,,
638,greedy:random,greedy,random,weak,opening,68,6,80,W,farm_claim,0,,,0,,,0,,,1,6.0,0
639,greedy:random,random,greedy,mid,opening,63,6,-80,L,farm_claim,0,,,0,,,0,,,1,6.0,0
640,greedy:random,random,greedy,mid,opening,59,7,-80,L,farm_claim,0,,,0,,,0,,,1,6.0,0
637,greedy:greedy,greedy,greedy,mid,pre_endgame,10,3,32,W,farm_claim,0,,,0,,,0,,,1,9.0,1
635,greedy:greedy,greedy,greedy,mid,late_mid,23,5,-32,L,farm_claim,0,,,0,,,0,,,1,6.0,1
636,greedy:greedy,greedy,greedy,mid,late_mid,16,3,32,W,farm_claim,0,,,0,,,0,,,1,6.0,1
641,greedy:random,random,greedy,mid,opening,57,22,-80,L,avoid_feeding,0,,,1,3.5,1,0,,,0,,
642,greedy:random,random,greedy,mid,opening,57,4,-80,L,farm_claim,0,,,0,,,0,,,1,12.0,1
643,greedy:random,random,greedy,mid,opening,53,20,-80,L,avoid_feeding,0,,,1,3.8,1,0,,,0,,
644,greedy:random,random,greedy,mid,opening,51,34,-80,L,avoid_feeding,0,,,1,3.8,0,0,,,0,,
645,greedy:random,greedy,random,weak,midgame,46,3,80,W,farm_claim,0,,,0,,,0,,,1,6.0,0
646,greedy:random,random,greedy,mid,midgame,45,3,-80,L,farm_claim,0,,,0,,,0,,,1,9.0,0
647,greedy:random,random,greedy,mid,midgame,33,31,-80,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
648,greedy:random,greedy,random,weak,late_mid,28,3,80,W,farm_claim,0,,,0,,,0,,,1,12.0,1
650,greedy:random,random,greedy,mid,late_mid,15,49,-80,L,avoid_feeding|contest_merge,0,,,1,3.4,1,1,21.0,0,0,,
655,greedy:greedy,greedy,greedy,mid,opening,72,4,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,0
649,greedy:random,random,greedy,mid,late_mid,25,5,-80,L,farm_claim,0,,,0,,,0,,,1,6.0,0
656,greedy:greedy,greedy,greedy,mid,opening,71,5,21,W,farm_claim,0,,,0,,,0,,,1,6.0,0
651,greedy:random,random,greedy,mid,pre_endgame,11,50,-80,L,contest_merge,0,,,0,,,1,18.0,0,0,,
657,greedy:greedy,greedy,greedy,mid,opening,66,4,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,0
658,greedy:greedy,greedy,greedy,mid,opening,63,4,21,W,farm_claim,0,,,0,,,0,,,1,9.0,0
652,greedy:random,random,greedy,mid,pre_endgame,9,48,-80,L,contest_merge,0,,,0,,,1,24.0,0,0,,
653,greedy:random,random,greedy,mid,endgame,5,51,-80,L,contest_merge,0,,,0,,,1,24.0,0,0,,
659,greedy:greedy,greedy,greedy,mid,opening,60,6,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,0
660,greedy:greedy,greedy,greedy,mid,opening,59,5,21,W,farm_claim,0,,,0,,,0,,,1,12.0,0
662,greedy:greedy,greedy,greedy,mid,opening,54,3,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,0
661,greedy:greedy,greedy,greedy,mid,opening,56,3,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,0
663,greedy:greedy,greedy,greedy,mid,opening,51,23,21,W,avoid_feeding,0,,,1,2.0,0,0,,,0,,
664,greedy:greedy,greedy,greedy,mid,opening,51,4,21,W,farm_claim,0,,,0,,,0,,,1,15.0,0
667,greedy:greedy,greedy,greedy,mid,opening,48,5,-21,L,farm_claim,0,,,0,,,0,,,1,18.0,0
668,greedy:greedy,greedy,greedy,mid,opening,47,3,21,W,farm_claim,0,,,0,,,0,,,1,18.0,0
665,greedy:greedy,greedy,greedy,mid,opening,50,3,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,0
666,greedy:greedy,greedy,greedy,mid,opening,49,3,21,W,farm_claim,0,,,0,,,0,,,1,15.0,0
669,greedy:greedy,greedy,greedy,mid,midgame,46,3,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,0
670,greedy:greedy,greedy,greedy,mid,midgame,44,5,-21,L,farm_claim,0,,,0,,,0,,,1,6.0,1
672,greedy:greedy,greedy,greedy,mid,midgame,37,44,21,W,avoid_feeding,0,,,1,3.1,0,0,,,0,,
671,greedy:greedy,greedy,greedy,mid,midgame,43,5,21,W,farm_claim,0,,,0,,,0,,,1,6.0,1
673,greedy:greedy,greedy,greedy,mid,midgame,35,4,21,W,farm_claim,0,,,0,,,0,,,1,6.0,0
674,greedy:greedy,greedy,greedy,mid,midgame,29,52,21,W,avoid_feeding,0,,,1,4.3,0,0,,,0,,
676,greedy:greedy,greedy,greedy,mid,late_mid,25,40,21,W,avoid_feeding,0,,,1,2.0,0,0,,,0,,
675,greedy:greedy,greedy,greedy,mid,late_mid,27,3,21,W,farm_claim,0,,,0,,,0,,,1,24.0,1
680,random:random,random,random,weak,opening,64,5,0,D,farm_claim,0,,,0,,,0,,,1,6.0,0
677,greedy:greedy,greedy,greedy,mid,late_mid,25,3,21,W,farm_claim,0,,,0,,,0,,,1,6.0,1
654,greedy:random,random,greedy,mid,endgame,1,32,-80,L,block|avoid_feeding,1,2.5,0,1,2.5,0,0,,,0,,
679,greedy:greedy,greedy,greedy,mid,late_mid,15,55,21,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
678,greedy:greedy,greedy,greedy,mid,late_mid,19,65,21,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
681,random:random,random,random,weak,opening,61,6,0,D,farm_claim,0,,,0,,,0,,,1,6.0,0
682,random:random,random,random,weak,opening,49,24,0,D,contest_merge,0,,,0,,,1,21.0,0,0,,
683,random:random,random,random,weak,opening,47,24,0,D,contest_merge,0,,,0,,,1,24.0,0,0,,
684,random:random,random,random,weak,midgame,42,33,0,D,avoid_feeding,0,,,1,2.1,1,0,,,0,,
685,random:random,random,random,weak,midgame,40,28,0,D,contest_merge,0,,,0,,,1,24.0,0,0,,
687,random:random,random,random,weak,midgame,32,33,0,D,avoid_feeding,0,,,1,2.1,1,0,,,0,,
686,random:random,random,random,weak,midgame,38,27,0,D,contest_merge,0,,,0,,,1,24.0,0,0,,
688,random:random,random,random,weak,midgame,31,37,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
689,random:random,random,random,weak,late_mid,28,42,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
690,random:random,random,random,weak,late_mid,25,43,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
691,random:random,random,random,weak,late_mid,24,39,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
692,random:random,random,random,weak,late_mid,23,43,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
696,random:random,random,random,weak,late_mid,17,31,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
693,random:random,random,random,weak,late_mid,22,45,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
694,random:random,random,random,weak,late_mid,21,43,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
695,random:random,random,random,weak,late_mid,18,43,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
697,random:random,random,random,weak,pre_endgame,12,44,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
698,random:random,random,random,weak,pre_endgame,8,41,0,D,contest_merge,0,,,0,,,1,27.0,0,0,,
699,greedy:random,random,greedy,mid,midgame,39,32,-73,L,avoid_feeding,0,,,1,3.0,0,0,,,0,,
702,greedy:random,greedy,random,weak,late_mid,24,4,73,W,farm_claim,0,,,0,,,0,,,1,9.0,0
701,greedy:random,random,greedy,mid,midgame,31,29,-73,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
700,greedy:random,random,greedy,mid,midgame,33,35,-73,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
703,greedy:random,random,greedy,mid,late_mid,23,60,-73,L,avoid_feeding,0,,,1,3.1,0,0,,,0,,
704,greedy:random,random,greedy,mid,late_mid,21,49,-73,L,avoid_feeding,0,,,1,3.1,0,0,,,0,,
707,greedy:random,greedy,random,weak,pre_endgame,8,7,73,W,farm_claim,0,,,0,,,0,,,1,6.0,1
706,greedy:random,greedy,random,weak,pre_endgame,12,4,73,W,farm_claim,0,,,0,,,0,,,1,6.0,0
708,greedy:random,greedy,random,weak,endgame,6,53,73,W,contest_merge,0,,,0,,,1,9.0,0,0,,
705,greedy:random,random,greedy,mid,late_mid,17,25,-73,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
710,greedy:random,random,greedy,mid,endgame,3,54,-73,L,block|avoid_feeding,1,4.9,1,1,4.9,1,0,,,0,,
709,greedy:random,random,greedy,mid,endgame,5,54,-73,L,block|avoid_feeding,1,4.4,1,1,4.4,1,0,,,0,,
712,greedy:random,random,greedy,mid,opening,71,4,-65,L,farm_claim,0,,,0,,,0,,,1,6.0,0
713,greedy:random,greedy,random,weak,opening,70,3,65,W,farm_claim,0,,,0,,,0,,,1,6.0,0
714,greedy:random,random,greedy,mid,opening,69,6,-65,L,farm_claim,0,,,0,,,0,,,1,6.0,0
715,greedy:random,greedy,random,weak,opening,68,3,65,W,farm_claim,0,,,0,,,0,,,1,9.0,0
716,greedy:random,random,greedy,mid,opening,67,4,-65,L,farm_claim,0,,,0,,,0,,,1,9.0,0
717,greedy:random,greedy,random,weak,opening,66,3,65,W,farm_claim,0,,,0,,,0,,,1,9.0,0
718,greedy:random,random,greedy,mid,opening,65,4,-65,L,farm_claim,0,,,0,,,0,,,1,12.0,1
719,greedy:random,random,greedy,mid,opening,61,4,-65,L,farm_claim,0,,,0,,,0,,,1,6.0,0
720,greedy:random,greedy,random,weak,opening,52,6,65,W,farm_claim,0,,,0,,,0,,,1,9.0,0
724,greedy:random,greedy,random,weak,midgame,38,4,65,W,farm_claim,0,,,0,,,0,,,1,6.0,0
723,greedy:random,random,greedy,mid,midgame,39,48,-65,L,contest_merge,0,,,0,,,1,18.0,0,0,,
725,greedy:random,random,greedy,mid,midgame,37,52,-65,L,contest_merge,0,,,0,,,1,18.0,0,0,,
722,greedy:random,random,greedy,mid,midgame,41,35,-65,L,block|avoid_feeding,1,6.0,0,1,6.0,0,0,,,0,,
721,greedy:random,greedy,random,weak,opening,48,3,65,W,farm_claim,0,,,0,,,0,,,1,6.0,0
726,greedy:random,greedy,random,weak,midgame,34,13,65,W,avoid_feeding,0,,,1,4.5,1,0,,,0,,
727,greedy:random,greedy,random,weak,late_mid,26,48,65,W,contest_merge,0,,,0,,,1,21.0,1,0,,
729,random:random,random,random,weak,opening,59,6,-4,L,farm_claim,0,,,0,,,0,,,1,6.0,0
728,greedy:random,greedy,random,weak,pre_endgame,12,37,65,W,contest_merge,0,,,0,,,1,30.0,1,0,,
711,greedy:random,random,greedy,mid,endgame,1,64,-73,L,contest_merge,0,,,0,,,1,9.0,0,0,,
730,random:random,random,random,weak,midgame,30,41,4,W,contest_merge,0,,,0,,,1,18.0,0,0,,
733,greedy:random,greedy,random,weak,opening,70,4,12,W,farm_claim,0,,,0,,,0,,,1,6.0,0
732,random:random,random,random,weak,pre_endgame,7,60,-4,L,avoid_feeding,0,,,1,2.5,1,0,,,0,,
731,random:random,random,random,weak,late_mid,23,47,-4,L,contest_merge,0,,,0,,,1,18.0,0,0,,
734,greedy:random,random,greedy,mid,opening,69,3,-12,L,farm_claim,0,,,0,,,0,,,1,6.0,0
737,greedy:random,greedy,random,weak,opening,66,3,12,W,farm_claim,0,,,0,,,0,,,1,9.0,0
736,greedy:random,random,greedy,mid,opening,67,4,-12,L,farm_claim,0,,,0,,,0,,,1,9.0,0
735,greedy:random,greedy,random,weak,opening,68,2,12,W,farm_claim,0,,,0,,,0,,,1,6.0,0
738,greedy:random,random,greedy,mid,opening,65,5,-12,L,farm_claim,0,,,0,,,0,,,1,9.0,1
739,greedy:random,random,greedy,mid,opening,49,20,-12,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
740,greedy:random,random,greedy,mid,opening,49,4,-12,L,farm_claim,0,,,0,,,0,,,1,9.0,0
742,greedy:random,random,greedy,mid,midgame,41,30,-12,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
741,greedy:random,greedy,random,weak,midgame,46,3,12,W,farm_claim,0,,,0,,,0,,,1,6.0,0
743,greedy:random,random,greedy,mid,midgame,39,33,-12,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
744,greedy:random,random,greedy,mid,midgame,35,27,-12,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
745,greedy:random,random,greedy,mid,late_mid,19,43,-12,L,block|avoid_feeding,1,2.6,1,1,2.6,1,0,,,0,,
746,greedy:random,greedy,random,weak,pre_endgame,14,42,12,W,avoid_feeding,0,,,1,3.5,1,0,,,0,,
747,greedy:random,greedy,random,weak,pre_endgame,8,48,12,W,avoid_feeding,0,,,1,3.5,1,0,,,0,,
751,random:random,random,random,weak,opening,54,22,5,W,contest_merge,0,,,0,,,1,12.0,0,0,,
749,random:random,random,random,weak,opening,57,4,-5,L,farm_claim,0,,,0,,,0,,,1,6.0,0
752,random:random,random,random,weak,opening,53,16,-5,L,contest_merge,0,,,0,,,1,9.0,1,0,,
750,random:random,random,random,weak,opening,56,5,5,W,farm_claim,0,,,0,,,0,,,1,6.0,0
748,greedy:random,random,greedy,mid,endgame,5,43,-12,L,block|avoid_feeding,1,2.6,1,1,2.6,1,0,,,0,,
754,random:random,random,random,weak,opening,72,4,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
755,random:random,random,random,weak,opening,71,3,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
753,random:random,random,random,weak,late_mid,19,36,-5,L,avoid_feeding,0,,,1,2.2,1,0,,,0,,
756,random:random,random,random,weak,opening,70,6,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
757,random:random,random,random,weak,opening,69,3,8,W,farm_claim,0,,,0,,,0,,,1,9.0,0
758,random:random,random,random,weak,opening,68,5,-8,L,farm_claim,0,,,0,,,0,,,1,9.0,0
760,random:random,random,random,weak,opening,65,7,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
759,random:random,random,random,weak,opening,67,4,8,W,farm_claim,0,,,0,,,0,,,1,12.0,1
763,rod1:random,random,rod1,strong,opening,63,5,-40,L,farm_claim,0,,,0,,,0,,,1,6.0,1
761,random:random,random,random,weak,opening,60,7,-8,L,farm_claim,0,,,0,,,0,,,1,9.0,0
764,rod1:random,random,rod1,strong,opening,53,8,-40,L,farm_claim,0,,,0,,,0,,,1,6.0,0
762,random:random,random,random,weak,late_mid,24,57,-8,L,contest_merge,0,,,0,,,1,6.0,0,0,,
765,rod1:random,random,rod1,strong,opening,49,20,-40,L,contest_merge,0,,,0,,,1,15.0,0,0,,
766,rod1:random,random,rod1,strong,midgame,43,23,-40,L,contest_merge,0,,,0,,,1,18.0,0,0,,
767,rod1:random,random,rod1,strong,midgame,41,18,-40,L,contest_merge,0,,,0,,,1,18.0,0,0,,
768,rod1:random,random,rod1,strong,midgame,39,22,-40,L,contest_merge,0,,,0,,,1,18.0,0,0,,
769,rod1:random,random,rod1,strong,midgame,35,35,-40,L,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
770,rod1:random,random,rod1,strong,midgame,33,27,-40,L,block|avoid_feeding,1,2.8,0,1,2.8,0,0,,,0,,
771,rod1:random,random,rod1,strong,midgame,31,35,-40,L,block|avoid_feeding,1,3.3,0,1,3.3,0,0,,,0,,
773,rod1:random,random,rod1,strong,late_mid,27,40,-40,L,contest_merge,0,,,0,,,1,18.0,0,0,,
772,rod1:random,random,rod1,strong,midgame,29,38,-40,L,contest_merge,0,,,0,,,1,21.0,0,0,,
774,rod1:random,random,rod1,strong,endgame,3,52,-40,L,contest_merge,0,,,0,,,1,18.0,0,0,,
775,rod1:random,random,rod1,strong,opening,53,21,-58,L,avoid_feeding,0,,,1,2.1,0,0,,,0,,
776,rod1:random,rod1,random,weak,midgame,46,3,58,W,farm_claim,0,,,0,,,0,,,1,6.0,0
777,rod1:random,rod1,random,weak,midgame,44,5,58,W,farm_claim,0,,,0,,,0,,,1,9.0,1
779,rod1:random,random,rod1,strong,late_mid,25,46,-58,L,avoid_feeding|contest_merge,0,,,1,4.0,0,1,33.0,0,0,,
778,rod1:random,rod1,random,weak,midgame,38,4,58,W,farm_claim,0,,,0,,,0,,,1,6.0,1
781,rod1:random,rod1,random,weak,pre_endgame,10,34,58,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
780,rod1:random,random,rod1,strong,late_mid,19,60,-58,L,contest_merge,0,,,0,,,1,33.0,0,0,,
785,rod1:random,random,rod1,strong,opening,67,4,-68,L,farm_claim,0,,,0,,,0,,,1,6.0,0
784,rod1:random,random,rod1,strong,opening,69,6,-68,L,farm_claim,0,,,0,,,0,,,1,6.0,0
782,rod1:random,rod1,random,weak,pre_endgame,8,4,58,W,farm_claim,0,,,0,,,0,,,1,6.0,0
786,rod1:random,rod1,random,weak,opening,64,2,68,W,farm_claim,0,,,0,,,0,,,1,6.0,1
787,rod1:random,random,rod1,strong,opening,55,30,-68,L,contest_merge,0,,,0,,,1,6.0,0,0,,
788,rod1:random,random,rod1,strong,midgame,43,30,-68,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
792,rod1:random,rod1,random,weak,late_mid,28,4,68,W,farm_claim,0,,,0,,,0,,,1,6.0,0
790,rod1:random,rod1,random,weak,midgame,34,4,68,W,farm_claim,0,,,0,,,0,,,1,6.0,0
789,rod1:random,random,rod1,strong,midgame,39,34,-68,L,avoid_feeding,0,,,1,3.0,0,0,,,0,,
791,rod1:random,rod1,random,weak,midgame,30,5,68,W,farm_claim,0,,,0,,,0,,,1,6.0,0
793,rod1:random,rod1,random,weak,late_mid,20,6,68,W,farm_claim,0,,,0,,,0,,,1,6.0,0
795,rod1:rod1,rod1,rod1,strong,opening,53,6,-7,L,farm_claim,0,,,0,,,0,,,1,6.0,1
796,rod1:rod1,rod1,rod1,strong,opening,52,22,7,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
794,rod1:rod1,rod1,rod1,strong,opening,61,3,-7,L,farm_claim,0,,,0,,,0,,,1,6.0,0
797,rod1:rod1,rod1,rod1,strong,opening,48,25,7,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
799,rod1:rod1,rod1,rod1,strong,midgame,43,33,-7,L,avoid_feeding,0,,,1,4.2,0,0,,,0,,
800,rod1:rod1,rod1,rod1,strong,midgame,42,26,7,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
801,rod1:rod1,rod1,rod1,strong,midgame,40,36,7,W,block|avoid_feeding,1,2.0,1,1,2.0,1,0,,,0,,
798,rod1:rod1,rod1,rod1,strong,midgame,44,28,7,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
804,rod1:rod1,rod1,rod1,strong,midgame,36,46,7,W,block|avoid_feeding,1,2.0,1,1,2.0,1,0,,,0,,
803,rod1:rod1,rod1,rod1,strong,midgame,37,7,-7,L,farm_claim,0,,,0,,,0,,,1,6.0,0
802,rod1:rod1,rod1,rod1,strong,midgame,38,54,7,W,block|avoid_feeding,1,6.5,0,1,6.5,0,0,,,0,,
783,rod1:random,random,rod1,strong,endgame,1,46,-58,L,avoid_feeding,0,,,1,3.0,0,0,,,0,,
805,rod1:rod1,rod1,rod1,strong,late_mid,26,49,7,W,contest_merge,0,,,0,,,1,24.0,0,0,,
810,rod1:rod1,rod1,rod1,strong,late_mid,17,45,-7,L,contest_merge,0,,,0,,,1,24.0,1,0,,
806,rod1:rod1,rod1,rod1,strong,late_mid,23,46,-7,L,avoid_feeding,0,,,1,3.3,0,0,,,0,,
807,rod1:rod1,rod1,rod1,strong,late_mid,21,43,-7,L,avoid_feeding,0,,,1,3.3,0,0,,,0,,
808,rod1:rod1,rod1,rod1,strong,late_mid,19,44,-7,L,contest_merge,0,,,0,,,1,24.0,1,0,,
809,rod1:rod1,rod1,rod1,strong,late_mid,18,31,7,W,avoid_feeding,0,,,1,3.0,0,0,,,0,,
811,rod1:rod1,rod1,rod1,strong,pre_endgame,13,53,-7,L,block|avoid_feeding,1,2.5,0,1,2.5,0,0,,,0,,
818,rod1:rod1,rod1,rod1,strong,opening,69,5,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
812,rod1:rod1,rod1,rod1,strong,pre_endgame,12,41,7,W,avoid_feeding,0,,,1,4.6,0,0,,,0,,
817,rod1:rod1,rod1,rod1,strong,opening,71,6,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
814,rod1:rod1,rod1,rod1,strong,pre_endgame,9,47,-7,L,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
813,rod1:rod1,rod1,rod1,strong,pre_endgame,10,43,7,W,avoid_feeding,0,,,1,4.6,0,0,,,0,,
819,rod1:rod1,rod1,rod1,strong,opening,67,4,-8,L,farm_claim,0,,,0,,,0,,,1,12.0,1
815,rod1:rod1,rod1,rod1,strong,endgame,5,49,-7,L,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
822,rod1:rod1,rod1,rod1,strong,opening,61,14,-8,L,contest_merge,0,,,0,,,1,15.0,1,0,,
821,rod1:rod1,rod1,rod1,strong,opening,64,5,8,W,farm_claim,0,,,0,,,0,,,1,6.0,1
820,rod1:rod1,rod1,rod1,strong,opening,65,4,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
823,rod1:rod1,rod1,rod1,strong,opening,48,3,8,W,farm_claim,0,,,0,,,0,,,1,6.0,1
816,rod1:rod1,rod1,rod1,strong,endgame,4,63,7,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
824,rod1:rod1,rod1,rod1,strong,midgame,41,23,-8,L,contest_merge,0,,,0,,,1,18.0,1,0,,
825,rod1:rod1,rod1,rod1,strong,midgame,39,23,-8,L,contest_merge,0,,,0,,,1,15.0,1,0,,
826,rod1:rod1,rod1,rod1,strong,midgame,36,23,8,W,avoid_feeding,0,,,1,2.8,1,0,,,0,,
827,rod1:rod1,rod1,rod1,strong,midgame,35,25,-8,L,avoid_feeding|contest_merge,0,,,1,2.8,1,1,15.0,1,0,,
828,rod1:rod1,rod1,rod1,strong,midgame,31,26,-8,L,avoid_feeding,0,,,1,2.8,0,0,,,0,,
830,rod1:rod1,rod1,rod1,strong,late_mid,27,29,-8,L,block|avoid_feeding,1,7.5,0,1,7.5,0,0,,,0,,
829,rod1:rod1,rod1,rod1,strong,midgame,29,20,-8,L,block|avoid_feeding,1,4.7,0,1,4.7,0,0,,,0,,
831,rod1:rod1,rod1,rod1,strong,late_mid,23,33,-8,L,block|avoid_feeding,1,7.5,0,1,7.5,0,0,,,0,,
837,rod1:rod1,rod1,rod1,strong,opening,58,16,-21,L,avoid_feeding,0,,,1,2.5,0,0,,,0,,
832,rod1:rod1,rod1,rod1,strong,late_mid,22,36,8,W,block|avoid_feeding,1,7.5,1,1,7.5,1,0,,,0,,
833,rod1:rod1,rod1,rod1,strong,late_mid,20,3,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
838,rod1:rod1,rod1,rod1,strong,opening,55,6,21,W,farm_claim,0,,,0,,,0,,,1,6.0,1
834,rod1:rod1,rod1,rod1,strong,pre_endgame,14,36,8,W,avoid_feeding,0,,,1,2.5,0,0,,,0,,
836,rod1:rod1,rod1,rod1,strong,pre_endgame,12,4,8,W,farm_claim,0,,,0,,,0,,,1,12.0,1
835,rod1:rod1,rod1,rod1,strong,pre_endgame,13,41,-8,L,avoid_feeding,0,,,1,2.3,1,0,,,0,,
839,rod1:rod1,rod1,rod1,strong,opening,53,3,21,W,farm_claim,0,,,0,,,0,,,1,6.0,1
840,rod1:rod1,rod1,rod1,strong,opening,48,4,-21,L,farm_claim,0,,,0,,,0,,,1,9.0,1
847,rod1:rod1,rod1,rod1,strong,opening,67,11,-40,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
846,rod1:rod1,rod1,rod1,strong,opening,69,7,-40,L,farm_claim,0,,,0,,,0,,,1,6.0,0
841,rod1:rod1,rod1,rod1,strong,late_mid,16,55,-21,L,block|avoid_feeding|contest_merge,1,5.0,1,1,5.0,1,1,15.0,1,0,,
845,rod1:rod1,rod1,rod1,strong,endgame,3,37,21,W,avoid_feeding,0,,,1,2.1,0,0,,,0,,
849,rod1:rod1,rod1,rod1,strong,opening,65,5,-40,L,farm_claim,0,,,0,,,0,,,1,6.0,0
852,rod1:rod1,rod1,rod1,strong,opening,50,32,40,W,contest_merge,0,,,0,,,1,15.0,0,0,,
848,rod1:rod1,rod1,rod1,strong,opening,67,4,-40,L,farm_claim,0,,,0,,,0,,,1,9.0,0
850,rod1:rod1,rod1,rod1,strong,opening,63,7,-40,L,farm_claim,0,,,0,,,0,,,1,12.0,1
851,rod1:rod1,rod1,rod1,strong,opening,59,3,-40,L,farm_claim,0,,,0,,,0,,,1,6.0,1
842,rod1:rod1,rod1,rod1,strong,pre_endgame,12,46,-21,L,block|avoid_feeding,1,2.2,1,1,2.2,1,0,,,0,,
843,rod1:rod1,rod1,rod1,strong,pre_endgame,8,42,-21,L,avoid_feeding,0,,,1,3.2,1,0,,,0,,
844,rod1:rod1,rod1,rod1,strong,endgame,4,39,-21,L,avoid_feeding,0,,,1,3.2,1,0,,,0,,
853,rod1:rod1,rod1,rod1,strong,opening,48,25,40,W,contest_merge,0,,,0,,,1,24.0,0,0,,
854,rod1:rod1,rod1,rod1,strong,midgame,44,37,40,W,contest_merge,0,,,0,,,1,21.0,1,0,,
855,rod1:rod1,rod1,rod1,strong,midgame,38,47,40,W,contest_merge,0,,,0,,,1,18.0,1,0,,
858,rod1:rod1,rod1,rod1,strong,opening,69,4,-1,L,farm_claim,0,,,0,,,0,,,1,6.0,0
859,rod1:rod1,rod1,rod1,strong,opening,67,3,-1,L,farm_claim,0,,,0,,,0,,,1,6.0,0
856,rod1:rod1,rod1,rod1,strong,midgame,37,17,-40,L,contest_merge,0,,,0,,,1,18.0,1,0,,
862,rod1:rod1,rod1,rod1,strong,opening,61,3,-1,L,farm_claim,0,,,0,,,0,,,1,6.0,1
860,rod1:rod1,rod1,rod1,strong,opening,63,2,-1,L,farm_claim,0,,,0,,,0,,,1,6.0,0
865,rod1:rod1,rod1,rod1,strong,opening,54,24,1,W,avoid_feeding,0,,,1,3.6,0,0,,,0,,
