idx,regime,mover_spec,opp_spec,opp_class,phase,k_remaining,legal_n,final_margin_mover,result_mover,motifs,block_opp,block_mag,block_actual_took,avoid_feeding_opp,avoid_feeding_mag,avoid_feeding_actual_took,contest_merge_opp,contest_merge_mag,contest_merge_actual_took,farm_claim_opp,farm_claim_mag,farm_claim_actual_took
1101,h3200:h6400,h3200,h6400,strong,opening,67,5,14,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1102,h3200:h6400,h3200,h6400,strong,opening,65,15,14,W,avoid_feeding,0,,,1,2.5,0,0,,,0,,
1104,h3200:h6400,h6400,h3200,strong,midgame,38,28,-14,L,contest_merge,0,,,0,,,1,27.0,1,0,,
1103,h3200:h6400,h3200,h6400,strong,midgame,39,29,14,W,contest_merge,0,,,0,,,1,27.0,0,0,,
1107,h3200:h6400,h3200,h6400,strong,late_mid,19,32,14,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1105,h3200:h6400,h3200,h6400,strong,midgame,35,3,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1106,h3200:h6400,h6400,h3200,strong,midgame,34,4,-14,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1109,h3200:h6400,h3200,h6400,strong,late_mid,15,39,14,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1108,h3200:h6400,h3200,h6400,strong,late_mid,17,27,14,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1111,h3200:h6400,h6400,h3200,strong,opening,64,3,5,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1113,h3200:h6400,h6400,h3200,strong,midgame,46,34,5,W,contest_merge,0,,,0,,,1,15.0,0,0,,
1112,h3200:h6400,h6400,h3200,strong,opening,48,3,5,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1099,h3200:h6400,h6400,h3200,strong,endgame,2,3,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1114,h3200:h6400,h3200,h6400,strong,midgame,45,48,-5,L,contest_merge,0,,,0,,,1,9.0,0,0,,
1110,h3200:h6400,h3200,h6400,strong,pre_endgame,7,6,14,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1115,h3200:h6400,h3200,h6400,strong,midgame,43,15,-5,L,block|avoid_feeding,1,2.3,0,1,2.3,0,0,,,0,,
1116,h3200:h6400,h6400,h3200,strong,midgame,38,30,5,W,contest_merge,0,,,0,,,1,12.0,0,0,,
1117,h3200:h6400,h6400,h3200,strong,midgame,36,48,5,W,contest_merge,0,,,0,,,1,9.0,0,0,,
1118,h3200:h6400,h3200,h6400,strong,midgame,35,23,-5,L,contest_merge,0,,,0,,,1,12.0,1,0,,
1120,h3200:h6400,h6400,h3200,strong,midgame,30,38,5,W,avoid_feeding,0,,,1,3.4,0,0,,,0,,
1126,h3200:h6400,h3200,h6400,strong,opening,69,4,-1,L,farm_claim,0,,,0,,,0,,,1,9.0,1
1122,h3200:h6400,h6400,h3200,strong,late_mid,26,38,5,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1119,h3200:h6400,h3200,h6400,strong,midgame,33,3,-5,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1127,h3200:h6400,h3200,h6400,strong,opening,65,15,-1,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1121,h3200:h6400,h6400,h3200,strong,late_mid,28,24,5,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1128,h3200:h6400,h6400,h3200,strong,opening,58,3,1,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1125,h3200:h6400,h6400,h3200,strong,endgame,2,33,5,W,block|avoid_feeding,1,4.0,0,1,4.0,0,0,,,0,,
1124,h3200:h6400,h6400,h3200,strong,endgame,4,36,5,W,block|avoid_feeding,1,5.5,0,1,5.5,0,0,,,0,,
1129,h3200:h6400,h3200,h6400,strong,opening,53,21,-1,L,avoid_feeding,0,,,1,3.9,0,0,,,0,,
1123,h3200:h6400,h3200,h6400,strong,endgame,5,37,-5,L,avoid_feeding,0,,,1,2.5,0,0,,,0,,
1130,h3200:h6400,h6400,h3200,strong,opening,52,38,1,W,contest_merge,0,,,0,,,1,6.0,0,0,,
1131,h3200:h6400,h6400,h3200,strong,opening,50,22,1,W,contest_merge,0,,,0,,,1,9.0,0,0,,
1132,h3200:h6400,h6400,h3200,strong,opening,48,5,1,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1135,h3200:h6400,h3200,h6400,strong,midgame,43,30,-1,L,contest_merge,0,,,0,,,1,21.0,1,0,,
1133,h3200:h6400,h3200,h6400,strong,opening,47,28,-1,L,contest_merge,0,,,0,,,1,12.0,0,0,,
1134,h3200:h6400,h6400,h3200,strong,midgame,46,28,1,W,avoid_feeding|contest_merge,0,,,1,2.4,1,1,15.0,0,0,,
1139,h3200:h6400,h6400,h3200,strong,midgame,32,30,1,W,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1136,h3200:h6400,h6400,h3200,strong,midgame,38,33,1,W,contest_merge,0,,,0,,,1,21.0,1,0,,
1137,h3200:h6400,h3200,h6400,strong,midgame,37,24,-1,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1138,h3200:h6400,h6400,h3200,strong,midgame,34,24,1,W,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1142,h3200:h6400,h6400,h3200,strong,late_mid,18,30,1,W,block|avoid_feeding,1,4.1,1,1,4.1,1,0,,,0,,
1140,h3200:h6400,h3200,h6400,strong,midgame,29,32,-1,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1141,h3200:h6400,h6400,h3200,strong,late_mid,20,38,1,W,avoid_feeding,0,,,1,2.9,0,0,,,0,,
1143,h3200:h6400,h6400,h3200,strong,late_mid,18,6,1,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1149,h800:random,h800,random,weak,opening,69,7,107,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1148,h800:random,h800,random,weak,opening,71,5,107,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1144,h3200:h6400,h3200,h6400,strong,late_mid,17,34,-1,L,avoid_feeding,0,,,1,5.6,0,0,,,0,,
1145,h3200:h6400,h3200,h6400,strong,late_mid,15,28,-1,L,avoid_feeding,0,,,1,4.1,1,0,,,0,,
1150,h800:random,random,h800,mid,opening,68,5,-107,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1146,h3200:h6400,h6400,h3200,strong,pre_endgame,12,41,1,W,block|avoid_feeding,1,4.1,0,1,4.1,0,0,,,0,,
1151,h800:random,h800,random,weak,opening,67,4,107,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1153,h800:random,random,h800,mid,opening,64,8,-107,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1152,h800:random,random,h800,mid,opening,66,7,-107,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1147,h3200:h6400,h3200,h6400,strong,endgame,3,53,-1,L,block|avoid_feeding,1,6.5,1,1,6.5,1,0,,,0,,
1154,h800:random,h800,random,weak,midgame,45,32,107,W,avoid_feeding,0,,,1,2.8,1,0,,,0,,
1155,h800:random,h800,random,weak,midgame,43,18,107,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1156,h800:random,random,h800,mid,midgame,40,22,-107,L,contest_merge,0,,,0,,,1,18.0,0,0,,
1157,h800:random,h800,random,weak,midgame,39,6,107,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1161,h800:random,random,h800,mid,midgame,30,45,-107,L,avoid_feeding,0,,,1,3.4,0,0,,,0,,
1159,h800:random,h800,random,weak,midgame,33,35,107,W,contest_merge,0,,,0,,,1,15.0,0,0,,
1158,h800:random,h800,random,weak,midgame,35,4,107,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1160,h800:random,h800,random,weak,midgame,33,2,107,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1164,h800:random,h800,random,weak,late_mid,25,40,107,W,contest_merge,0,,,0,,,1,18.0,0,0,,
1162,h800:random,h800,random,weak,late_mid,27,42,107,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1167,h800:random,h800,random,weak,late_mid,21,41,107,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1166,h800:random,random,h800,mid,late_mid,22,36,-107,L,avoid_feeding,0,,,1,2.2,0,0,,,0,,
1163,h800:random,random,h800,mid,late_mid,26,27,-107,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1165,h800:random,random,h800,mid,late_mid,24,36,-107,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1168,h800:random,random,h800,mid,late_mid,18,40,-107,L,avoid_feeding,0,,,1,3.8,1,0,,,0,,
1170,h800:random,h800,random,weak,late_mid,15,40,107,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1169,h800:random,random,h800,mid,late_mid,16,36,-107,L,avoid_feeding,0,,,1,2.2,0,0,,,0,,
1171,h800:random,random,h800,mid,pre_endgame,12,34,-107,L,avoid_feeding,0,,,1,3.8,0,0,,,0,,
1173,h800:random,h800,random,weak,endgame,5,44,107,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1172,h800:random,h800,random,weak,pre_endgame,7,49,107,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1177,h800:random,h800,random,weak,opening,67,6,67,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1174,h800:random,random,h800,mid,endgame,4,39,-107,L,block|avoid_feeding,1,2.2,1,1,2.2,1,0,,,0,,
1178,h800:random,h800,random,weak,opening,65,7,67,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1179,h800:random,random,h800,mid,opening,56,3,-67,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1180,h800:random,random,h800,mid,midgame,44,35,-67,L,avoid_feeding,0,,,1,2.8,1,0,,,0,,
1175,h800:random,random,h800,mid,endgame,2,48,-107,L,contest_merge,0,,,0,,,1,24.0,0,0,,
1182,h800:random,random,h800,mid,pre_endgame,12,31,-67,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1181,h800:random,random,h800,mid,pre_endgame,14,31,-67,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1183,h800:random,random,h800,mid,pre_endgame,10,42,-67,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
1184,h800:random,random,h800,mid,pre_endgame,8,43,-67,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1187,h800:random,random,h800,mid,opening,72,4,-87,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1188,h800:random,h800,random,weak,opening,71,5,87,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1189,h800:random,h800,random,weak,opening,63,10,87,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1186,h800:random,random,h800,mid,endgame,4,46,-67,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1190,h800:random,h800,random,weak,midgame,41,31,87,W,avoid_feeding,0,,,1,2.1,1,0,,,0,,
1185,h800:random,random,h800,mid,endgame,6,48,-67,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1192,h800:random,h800,random,weak,midgame,31,40,87,W,avoid_feeding,0,,,1,3.5,0,0,,,0,,
1191,h800:random,random,h800,mid,midgame,32,39,-87,L,avoid_feeding,0,,,1,2.1,1,0,,,0,,
1176,h800:random,h800,random,weak,endgame,1,49,107,W,avoid_feeding,0,,,1,2.8,1,0,,,0,,
1196,h800:random,h800,random,weak,late_mid,19,44,87,W,avoid_feeding,0,,,1,3.5,0,0,,,0,,
1194,h800:random,h800,random,weak,late_mid,23,46,87,W,avoid_feeding,0,,,1,3.5,0,0,,,0,,
1193,h800:random,h800,random,weak,midgame,31,3,87,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1197,h800:random,random,h800,mid,late_mid,18,40,-87,L,avoid_feeding,0,,,1,3.9,0,0,,,0,,
1195,h800:random,random,h800,mid,late_mid,22,58,-87,L,avoid_feeding,0,,,1,3.9,0,0,,,0,,
1198,h800:random,h800,random,weak,late_mid,15,56,87,W,avoid_feeding,0,,,1,3.5,0,0,,,0,,
1200,h800:random,h800,random,weak,pre_endgame,13,3,87,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1201,h800:random,h800,random,weak,pre_endgame,9,29,87,W,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1202,h800:random,h800,random,weak,pre_endgame,7,49,87,W,avoid_feeding,0,,,1,3.3,0,0,,,0,,
1199,h800:random,h800,random,weak,pre_endgame,13,46,87,W,avoid_feeding,0,,,1,3.3,0,0,,,0,,
1205,h800:random,random,h800,mid,opening,64,14,-88,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1204,h800:random,h800,random,weak,endgame,3,5,87,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1203,h800:random,h800,random,weak,endgame,5,49,87,W,avoid_feeding,0,,,1,3.5,0,0,,,0,,
1206,h800:random,random,h800,mid,opening,62,15,-88,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1208,h800:random,random,h800,mid,opening,56,18,-88,L,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
1207,h800:random,h800,random,weak,opening,57,3,88,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1210,h800:random,random,h800,mid,opening,48,29,-88,L,block|avoid_feeding,1,6.5,0,1,6.5,0,0,,,0,,
1209,h800:random,random,h800,mid,opening,56,8,-88,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1212,h800:random,h800,random,weak,midgame,45,42,88,W,contest_merge,0,,,0,,,1,6.0,0,0,,
1211,h800:random,random,h800,mid,midgame,46,38,-88,L,contest_merge,0,,,0,,,1,6.0,0,0,,
1214,h800:random,random,h800,mid,midgame,40,39,-88,L,contest_merge,0,,,0,,,1,9.0,0,0,,
1213,h800:random,random,h800,mid,midgame,42,35,-88,L,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
1215,h800:random,random,h800,mid,midgame,38,35,-88,L,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
1218,h800:random,h800,random,weak,pre_endgame,7,4,88,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1220,h800:random,h800,random,weak,opening,69,6,89,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1217,h800:random,random,h800,mid,pre_endgame,8,42,-88,L,block|avoid_feeding,1,2.0,0,1,2.0,0,0,,,0,,
1221,h800:random,random,h800,mid,opening,64,3,-89,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1216,h800:random,random,h800,mid,pre_endgame,10,41,-88,L,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
1219,h800:random,h800,random,weak,endgame,3,7,88,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1222,h800:random,h800,random,weak,opening,63,5,89,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1223,h800:random,random,h800,mid,opening,62,14,-89,L,contest_merge,0,,,0,,,1,9.0,0,0,,
1224,h800:random,h800,random,weak,opening,59,14,89,W,contest_merge,0,,,0,,,1,15.0,1,0,,
1226,h800:random,h800,random,weak,opening,51,22,89,W,contest_merge,0,,,0,,,1,18.0,1,0,,
1225,h800:random,h800,random,weak,opening,57,9,89,W,contest_merge,0,,,0,,,1,15.0,1,0,,
1227,h800:random,random,h800,mid,midgame,40,22,-89,L,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1228,h800:random,random,h800,mid,midgame,36,19,-89,L,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1229,h800:random,h800,random,weak,midgame,31,26,89,W,contest_merge,0,,,0,,,1,18.0,1,0,,
1230,h800:random,h800,random,weak,midgame,31,5,89,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1232,h800:random,random,h800,mid,late_mid,28,23,-89,L,avoid_feeding,0,,,1,3.5,0,0,,,0,,
1231,h800:random,random,h800,mid,midgame,30,26,-89,L,avoid_feeding,0,,,1,3.5,0,0,,,0,,
1233,h800:random,random,h800,mid,late_mid,26,27,-89,L,avoid_feeding,0,,,1,5.9,0,0,,,0,,
1237,h800:random,h800,random,weak,endgame,5,4,89,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1234,h800:random,random,h800,mid,late_mid,20,29,-89,L,block|avoid_feeding,1,3.7,0,1,3.7,0,0,,,0,,
1235,h800:random,random,h800,mid,pre_endgame,10,38,-89,L,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
1236,h800:random,h800,random,weak,pre_endgame,7,6,89,W,farm_claim,0,,,0,,,0,,,1,15.0,0
1239,rod1:h6400,rod1,h6400,strong,opening,69,4,3,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1240,rod1:h6400,h6400,rod1,strong,opening,66,3,-3,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1241,rod1:h6400,rod1,h6400,strong,opening,63,6,3,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1242,rod1:h6400,rod1,h6400,strong,opening,61,22,3,W,avoid_feeding,0,,,1,2.1,0,0,,,0,,
1243,rod1:h6400,rod1,h6400,strong,opening,57,21,3,W,avoid_feeding,0,,,1,2.1,0,0,,,0,,
1238,h800:random,h800,random,weak,endgame,3,5,89,W,farm_claim,0,,,0,,,0,,,1,15.0,1
1244,rod1:h6400,h6400,rod1,strong,opening,52,18,-3,L,contest_merge,0,,,0,,,1,24.0,1,0,,
1245,rod1:h6400,h6400,rod1,strong,opening,48,14,-3,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1246,rod1:h6400,h6400,rod1,strong,opening,48,3,-3,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1247,rod1:h6400,rod1,h6400,strong,midgame,39,3,3,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1248,rod1:h6400,h6400,rod1,strong,midgame,30,33,-3,L,block|avoid_feeding,1,2.5,0,1,2.5,0,0,,,0,,
1252,rod1:h6400,rod1,h6400,strong,late_mid,15,35,3,W,avoid_feeding,0,,,1,3.5,1,0,,,0,,
1249,rod1:h6400,rod1,h6400,strong,late_mid,21,24,3,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1251,rod1:h6400,h6400,rod1,strong,late_mid,16,17,-3,L,block|avoid_feeding,1,2.7,0,1,2.7,0,0,,,0,,
1250,rod1:h6400,h6400,rod1,strong,late_mid,20,32,-3,L,block|avoid_feeding,1,5.0,1,1,5.0,1,0,,,0,,
1256,rod1:h6400,rod1,h6400,strong,opening,71,3,-4,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1257,rod1:h6400,h6400,rod1,strong,opening,70,3,4,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1253,rod1:h6400,rod1,h6400,strong,pre_endgame,13,21,3,W,avoid_feeding,0,,,1,2.0,0,0,,,0,,
1254,rod1:h6400,h6400,rod1,strong,pre_endgame,12,28,-3,L,block|avoid_feeding,1,5.5,0,1,5.5,0,0,,,0,,
1255,rod1:h6400,rod1,h6400,strong,pre_endgame,11,34,3,W,avoid_feeding,0,,,1,3.5,1,0,,,0,,
1258,rod1:h6400,rod1,h6400,strong,opening,65,12,-4,L,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1259,rod1:h6400,h6400,rod1,strong,opening,64,5,4,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1260,rod1:h6400,rod1,h6400,strong,opening,61,11,-4,L,avoid_feeding,0,,,1,3.2,0,0,,,0,,
1261,rod1:h6400,rod1,h6400,strong,opening,57,20,-4,L,avoid_feeding,0,,,1,3.2,0,0,,,0,,
1262,rod1:h6400,rod1,h6400,strong,opening,53,15,-4,L,avoid_feeding,0,,,1,3.8,0,0,,,0,,
1264,rod1:h6400,rod1,h6400,strong,opening,47,5,-4,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1263,rod1:h6400,rod1,h6400,strong,opening,49,16,-4,L,avoid_feeding,0,,,1,2.3,1,0,,,0,,
1265,rod1:h6400,h6400,rod1,strong,midgame,42,22,4,W,contest_merge,0,,,0,,,1,18.0,1,0,,
1267,rod1:h6400,h6400,rod1,strong,midgame,40,20,4,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1266,rod1:h6400,rod1,h6400,strong,midgame,41,3,-4,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1268,rod1:h6400,rod1,h6400,strong,midgame,35,25,-4,L,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
1269,rod1:h6400,rod1,h6400,strong,midgame,33,26,-4,L,block|avoid_feeding,1,3.1,0,1,3.1,0,0,,,0,,
1270,rod1:h6400,h6400,rod1,strong,midgame,32,27,4,W,block|avoid_feeding,1,5.5,0,1,5.5,0,0,,,0,,
1271,rod1:h6400,rod1,h6400,strong,late_mid,23,31,-4,L,block|avoid_feeding,1,5.2,0,1,5.2,0,0,,,0,,
1273,rod1:h6400,rod1,h6400,strong,pre_endgame,13,36,-4,L,block|avoid_feeding,1,5.3,0,1,5.3,0,0,,,0,,
1272,rod1:h6400,rod1,h6400,strong,late_mid,21,31,-4,L,block|avoid_feeding,1,4.7,0,1,4.7,0,0,,,0,,
1276,rod1:h6400,rod1,h6400,strong,opening,69,7,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1277,rod1:h6400,h6400,rod1,strong,opening,68,5,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1278,rod1:h6400,rod1,h6400,strong,opening,67,5,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1274,rod1:h6400,rod1,h6400,strong,endgame,3,43,-4,L,block|avoid_feeding,1,6.0,0,1,6.0,0,0,,,0,,
1279,rod1:h6400,h6400,rod1,strong,opening,66,4,-8,L,farm_claim,0,,,0,,,0,,,1,12.0,1
1281,rod1:h6400,rod1,h6400,strong,opening,47,7,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1280,rod1:h6400,h6400,rod1,strong,opening,48,24,-8,L,avoid_feeding,0,,,1,4.1,0,0,,,0,,
1282,rod1:h6400,h6400,rod1,strong,midgame,46,5,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1285,rod1:h6400,rod1,h6400,strong,midgame,39,28,8,W,avoid_feeding,0,,,1,2.9,0,0,,,0,,
1283,rod1:h6400,rod1,h6400,strong,midgame,43,4,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1284,rod1:h6400,h6400,rod1,strong,midgame,42,31,-8,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1286,rod1:h6400,rod1,h6400,strong,midgame,33,30,8,W,avoid_feeding,0,,,1,3.9,0,0,,,0,,
1290,rod1:h6400,h6400,rod1,strong,midgame,30,39,-8,L,avoid_feeding,0,,,1,4.1,1,0,,,0,,
1289,rod1:h6400,rod1,h6400,strong,midgame,31,7,8,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1287,rod1:h6400,rod1,h6400,strong,midgame,33,6,8,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1288,rod1:h6400,h6400,rod1,strong,midgame,32,37,-8,L,avoid_feeding,0,,,1,4.1,1,0,,,0,,
1291,rod1:h6400,rod1,h6400,strong,midgame,29,38,8,W,contest_merge,0,,,0,,,1,24.0,1,0,,
1292,rod1:h6400,h6400,rod1,strong,late_mid,28,39,-8,L,block|avoid_feeding,1,6.5,0,1,6.5,0,0,,,0,,
1294,rod1:h6400,rod1,h6400,strong,late_mid,17,27,8,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1293,rod1:h6400,h6400,rod1,strong,late_mid,20,2,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1295,rod1:h6400,rod1,h6400,strong,pre_endgame,13,24,8,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1296,rod1:h6400,rod1,h6400,strong,pre_endgame,11,36,8,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1298,rod1:h6400,rod1,h6400,strong,pre_endgame,7,46,8,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1302,rod1:h6400,rod1,h6400,strong,opening,67,3,13,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1297,rod1:h6400,rod1,h6400,strong,pre_endgame,11,4,8,W,farm_claim,0,,,0,,,0,,,1,12.0,1
1303,rod1:h6400,rod1,h6400,strong,opening,63,3,13,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1299,rod1:h6400,rod1,h6400,strong,pre_endgame,7,4,8,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1304,rod1:h6400,h6400,rod1,strong,opening,62,8,-13,L,avoid_feeding,0,,,1,2.4,0,0,,,0,,
1300,rod1:h6400,rod1,h6400,strong,endgame,3,35,8,W,avoid_feeding,0,,,1,3.1,1,0,,,0,,
1305,rod1:h6400,h6400,rod1,strong,opening,58,15,-13,L,avoid_feeding,0,,,1,4.4,0,0,,,0,,
1306,rod1:h6400,h6400,rod1,strong,opening,56,18,-13,L,avoid_feeding,0,,,1,4.4,0,0,,,0,,
1275,rod1:h6400,rod1,h6400,strong,endgame,1,44,-4,L,block|avoid_feeding,1,6.0,0,1,6.0,0,0,,,0,,
1307,rod1:h6400,h6400,rod1,strong,opening,54,21,-13,L,avoid_feeding,0,,,1,4.4,0,0,,,0,,
1308,rod1:h6400,h6400,rod1,strong,opening,52,25,-13,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1309,rod1:h6400,rod1,h6400,strong,opening,51,21,13,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1310,rod1:h6400,rod1,h6400,strong,opening,47,27,13,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1314,rod1:h6400,rod1,h6400,strong,midgame,41,27,13,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1311,rod1:h6400,h6400,rod1,strong,midgame,46,22,-13,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1312,rod1:h6400,h6400,rod1,strong,midgame,46,6,-13,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1315,rod1:h6400,rod1,h6400,strong,midgame,41,3,13,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1313,rod1:h6400,h6400,rod1,strong,midgame,42,39,-13,L,contest_merge,0,,,0,,,1,12.0,1,0,,
1317,rod1:h6400,h6400,rod1,strong,late_mid,28,28,-13,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1316,rod1:h6400,rod1,h6400,strong,midgame,33,32,13,W,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1321,rod1:h6400,h6400,rod1,strong,pre_endgame,14,33,-13,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1318,rod1:h6400,h6400,rod1,strong,late_mid,20,24,-13,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1320,rod1:h6400,h6400,rod1,strong,late_mid,16,33,-13,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1319,rod1:h6400,rod1,h6400,strong,late_mid,19,48,13,W,block|avoid_feeding,1,4.0,0,1,4.0,0,0,,,0,,
1322,rod1:h6400,h6400,rod1,strong,pre_endgame,12,27,-13,L,avoid_feeding,0,,,1,2.9,1,0,,,0,,
1325,rod1:random,random,rod1,strong,opening,64,13,-74,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1324,rod1:random,rod1,random,weak,opening,65,3,74,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1327,rod1:random,rod1,random,weak,opening,63,5,74,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1323,rod1:h6400,rod1,h6400,strong,endgame,5,36,13,W,block|avoid_feeding,1,2.9,1,1,2.9,1,0,,,0,,
1328,rod1:random,random,rod1,strong,midgame,40,26,-74,L,block|avoid_feeding,1,2.0,0,1,2.0,0,0,,,0,,
1326,rod1:random,random,rod1,strong,opening,64,3,-74,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1333,h200:random,h200,random,weak,opening,63,23,59,W,contest_merge,0,,,0,,,1,6.0,1,0,,
