1785381102 64.32 8.26 2
1785381107 62.83 8.40 2
1785381112 61.96 8.13 2
1785381117 63.33 8.12 2
1785381122 62.79 8.35 2
1785381128 63.12 8.24 2
1785381133 64.44 8.30 2
1785381138 62.04 8.60 2
1785381143 62.78 8.63 2
1785381148 62.31 8.58 2
1785381153 62.23 8.45 2
1785381158 61.62 8.34 2
1785381163 62.44 8.31 2
1785381168 62.15 8.60 2
1785381173 62.89 8.24 2
1785381178 61.88 8.38 2
1785381183 62.72 8.19 2
1785381189 61.89 8.01 2
1785381194 62.36 7.85 2
1785381199 62.56 7.62 2
1785381204 62.13 7.73 2
1785381209 61.80 7.83 2
1785381214 61.10 7.93 2
1785381219 62.62 8.25 2
1785381224 61.49 8.39 2
1785381229 62.08 7.96 2
1785381234 62.18 8.13 2
1785381239 63.00 8.12 2
1785381245 61.72 8.43 2
1785381250 61.54 8.47 2
1785381255 61.71 8.92 2
1785381260 60.05 8.68 2
1785381265 61.65 8.63 2
1785381270 61.30 8.66 2
1785381275 62.02 9.01 2
1785381280 60.86 9.09 2
1785381285 61.89 8.76 2
1785381290 61.56 8.86 2
1785381295 61.32 8.71 2
1785381301 60.38 8.49 2
1785381306 60.42 8.69 2
1785381311 60.24 8.64 2
1785381316 59.79 8.83 2
1785381321 60.09 9.08 2
1785381326 61.12 8.91 2
1785381331 60.71 8.84 2
1785381336 60.80 8.77 2
1785381341 60.02 8.95 2
1785381346 58.08 8.80 2
1785381351 57.50 8.65 2
1785381357 59.21 8.44 2
1785381362 59.31 8.56 2
1785381367 56.03 8.52 2
1785381372 59.10 8.56 2
1785381377 52.78 8.51 2
1785381382 59.49 8.63 2
1785381387 59.06 8.74 2
1785381392 60.58 8.92 2
1785381397 55.03 9.17 2
1785381402 55.25 9.16 2
1785381407 55.25 9.70 2
1785381413 56.14 9.41 2
1785381418 55.52 9.62 2
1785381423 57.08 9.73 2
1785381428 55.49 9.75 2
1785381433 56.43 9.53 2
1785381438 56.49 9.65 2
1785381443 56.66 8.95 2
1785381448 55.23 8.64 2
1785381453 55.66 8.43 2
1785381459 57.34 8.79 2
1785381464 56.74 8.97 2
1785381469 55.69 8.73 2
1785381474 55.63 8.51 2
1785381479 56.19 8.63 2
1785381484 55.63 8.26 2
1785381489 55.47 8.48 2
1785381494 55.35 8.60 2
1785381499 55.34 8.55 2
1785381504 56.63 8.83 2
1785381510 55.42 8.92 2
1785381515 55.42 8.77 2
1785381520 56.81 8.55 2
1785381525 56.37 8.50 2
1785381530 54.94 8.38 2
1785381535 55.67 8.59 2
1785381540 53.82 8.55 2
1785381545 56.51 8.74 2
1785381550 54.48 8.92 2
1785381555 54.21 9.09 2
1785381561 52.54 9.40 2
1785381566 56.44 9.21 2
1785381571 53.80 8.87 2
1785381576 52.17 8.96 2
1785381581 54.34 8.97 2
1785381586 54.98 8.97 2
1785381591 52.44 8.97 2
1785381596 52.23 9.28 2
1785381601 50.78 9.42 2
1785381606 50.02 9.15 2
1785381611 50.30 9.22 2
1785381617 49.13 9.20 2
1785381622 48.28 8.70 2
1785381627 50.42 8.64 2
1785381632 50.40 8.75 2
1785381637 50.28 8.77 2
1785381642 47.54 8.71 2
1785381647 47.79 8.65 2
1785381652 47.97 8.68 2
1785381657 49.62 8.63 2
1785381662 50.87 8.90 2
1785381667 43.88 8.59 2
1785381672 38.34 9.02 2
1785381678 36.01 8.78 2
1785381683 28.53 8.63 2
1785381688 26.74 8.42 2
1785381693 26.56 8.15 2
1785381698 23.80 7.98 2
1785381703 22.24 7.66 2
1785381708 18.15 7.52 2
1785381713 14.71 7.32 2
1785381718 14.90 7.14 2
1785381723 15.33 6.96 2
1785381728 14.44 6.73 2
1785381733 16.20 6.43 2
1785381738 15.73 6.15 2
1785381743 14.96 5.98 2
1785381748 13.98 5.66 2
1785381754 6.83 5.45 2
1785381759 6.80 5.09 2
1785381764 6.70 4.76 2
1785381769 6.70 4.46 2
1785381774 6.44 4.26 2
1785381779 6.65 4.08 2
1785381784 6.54 3.92 2
1785381789 6.49 3.76 2
1785381794 6.55 3.70 2
1785381799 6.54 3.56 2
1785381804 6.61 3.36 2
1785381809 6.46 3.25 2
1785381814 6.52 3.07 2
1785381819 6.46 2.90 2
1785381824 6.52 2.75 2
