case_id,dataset,position_id,k,band,source,n_legal,gap,v27_choice,ref_choice,ref_kind,v27_q,ref_q,v27_eval,ref_eval,mechanism_raw,failure_class,candidate_patch,leaf_addressable,also_iter8_miss,raw_path
mid::iter8_s3501000019_K10,midgame,iter8_s3501000019_K10,10,pre_endgame,iter8,46,0.0009,664,1233,teacher(heur@3200),0.89943,0.90114,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000009_K52,midgame,hybrid_8_3200_s3503000009_K52,52,opening,hybrid:8:3200,36,0.0018,1056,1444,teacher(heur@3200),-0.38378,-0.31581,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000039_K16,midgame,greedy_s3500000039_K16,16,late_mid,greedy,54,0.0009,1177,1640,teacher(heur@3200),0.63321,0.64195,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000009_K16,midgame,iter8_s3501000009_K16,16,late_mid,iter8,34,0.0018,1038,1133,teacher(heur@3200),0.62059,0.62535,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000027_K10,midgame,heur3200_s3502000027_K10,10,pre_endgame,heur@3200,32,0.0018,644,740,teacher(heur@3200),0.26151,0.26328,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000033_K52,midgame,greedy_s3500000033_K52,52,opening,greedy,36,0.0008,956,1440,teacher(heur@3200),0.28292,0.36665,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000032_K16,midgame,greedy_s3500000032_K16,16,late_mid,greedy,13,0.0017,837,1627,teacher(heur@3200),-0.20533,-0.20289,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000041_K10,midgame,iter8_s3501000041_K10,10,pre_endgame,iter8,30,0.0017,649,1957,teacher(heur@3200),-0.05485,-0.04328,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000045_K52,midgame,heur3200_s3502000045_K52,52,opening,heur@3200,17,0.0016,1257,1362,teacher(heur@3200),0.68192,0.68348,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000044_K52,midgame,hybrid_8_3200_s3503000044_K52,52,opening,hybrid:8:3200,21,0.0016,1265,1266,teacher(heur@3200),-0.78428,-0.78265,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000048_K40,midgame,greedy_s3500000048_K40,40,early_mid,greedy,14,0.0016,760,1638,teacher(heur@3200),-0.30934,-0.3075,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000026_K40,midgame,heur3200_s3502000026_K40,40,early_mid,heur@3200,60,0.0016,848,1440,teacher(heur@3200),-0.43682,-0.42901,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000005_K28,midgame,heur3200_s3502000005_K28,28,mid,heur@3200,36,0.0016,1648,1762,teacher(heur@3200),0.63082,0.63279,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000018_K16,midgame,greedy_s3500000018_K16,16,late_mid,greedy,36,0.0016,648,1341,teacher(heur@3200),-0.24474,-0.2267,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::hybrid_8_3200_s3503000015_K52,midgame,hybrid_8_3200_s3503000015_K52,52,opening,hybrid:8:3200,13,0.0007,952,1750,teacher(heur@3200),-0.14309,-0.13538,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000018_K52,midgame,iter8_s3501000018_K52,52,opening,iter8,17,0.0015,941,1456,teacher(heur@3200),-0.29912,-0.29729,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000022_K40,midgame,greedy_s3500000022_K40,40,early_mid,greedy,15,0.0015,1136,1267,teacher(heur@3200),0.85522,0.85683,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000047_K40,midgame,greedy_s3500000047_K40,40,early_mid,greedy,41,0.0015,744,856,teacher(heur@3200),-0.63147,-0.62323,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000048_K28,midgame,heur3200_s3502000048_K28,28,mid,heur@3200,48,0.0015,752,836,teacher(heur@3200),-0.85099,-0.84717,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000025_K28,midgame,hybrid_8_3200_s3503000025_K28,28,mid,hybrid:8:3200,40,0.0015,548,748,teacher(heur@3200),0.59225,0.59421,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000014_K28,midgame,iter8_s3501000014_K28,28,mid,iter8,36,0.0015,836,1649,teacher(heur@3200),-0.34096,-0.33461,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000026_K10,midgame,hybrid_8_3200_s3503000026_K10,10,pre_endgame,hybrid:8:3200,51,0.0015,961,1557,teacher(heur@3200),0.70701,0.74325,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000030_K40,midgame,heur3200_s3502000030_K40,40,early_mid,heur@3200,30,0.0007,1236,1336,teacher(heur@3200),0.94319,0.94422,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000031_K40,midgame,iter8_s3501000031_K40,40,early_mid,iter8,33,0.0014,1161,1461,teacher(heur@3200),-0.32682,-0.31702,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000022_K16,midgame,iter8_s3501000022_K16,16,late_mid,iter8,33,0.0007,1657,1658,teacher(heur@3200),0.833,0.8357,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,False,
mid::greedy_s3500000043_K10,midgame,greedy_s3500000043_K10,10,pre_endgame,greedy,35,0.0007,644,1268,teacher(heur@3200),-0.17166,-0.15199,,,completion/score-greed,completion-timing,completion_timing_v1,partial,False,
mid::iter8_s3501000005_K10,midgame,iter8_s3501000005_K10,10,pre_endgame,iter8,60,0.0014,963,1661,teacher(heur@3200),0.78725,0.78863,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::iter8_s3501000027_K10,midgame,iter8_s3501000027_K10,10,pre_endgame,iter8,42,0.0014,629,1753,teacher(heur@3200),0.42731,0.43686,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000045_K28,midgame,greedy_s3500000045_K28,28,mid,greedy,30,0.0006,1640,1749,teacher(heur@3200),0.77944,0.78007,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000022_K28,midgame,heur3200_s3502000022_K28,28,mid,heur@3200,37,0.0013,650,940,teacher(heur@3200),-0.00876,-0.00614,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000042_K28,midgame,iter8_s3501000042_K28,28,mid,iter8,40,0.0013,653,1128,teacher(heur@3200),0.53852,0.53995,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000047_K16,midgame,greedy_s3500000047_K16,16,late_mid,greedy,33,0.0013,740,757,teacher(heur@3200),-0.88486,-0.88356,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000021_K16,midgame,iter8_s3501000021_K16,16,late_mid,iter8,52,0.0007,956,1628,teacher(heur@3200),0.68878,0.68945,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000014_K10,midgame,iter8_s3501000014_K10,10,pre_endgame,iter8,41,0.0013,837,1026,teacher(heur@3200),-0.69087,-0.68957,,,bag/scarcity,open-edge-scarcity,open_edge_scarcity_v1,weak,True,
mid::greedy_s3500000023_K52,midgame,greedy_s3500000023_K52,52,opening,greedy,39,0.0012,1043,1238,teacher(heur@3200),0.90019,0.90139,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000001_K40,midgame,iter8_s3501000001_K40,40,early_mid,iter8,31,0.0006,744,1361,teacher(heur@3200),-0.16732,-0.12349,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000037_K28,midgame,greedy_s3500000037_K28,28,mid,greedy,64,0.0006,736,1640,teacher(heur@3200),0.39121,0.39182,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000044_K28,midgame,heur3200_s3502000044_K28,28,mid,heur@3200,42,0.0012,841,936,teacher(heur@3200),0.40264,0.40998,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000039_K28,midgame,hybrid_8_3200_s3503000039_K28,28,mid,hybrid:8:3200,26,0.0012,1557,1854,teacher(heur@3200),0.89863,0.90174,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000023_K28,midgame,iter8_s3501000023_K28,28,mid,iter8,24,0.0006,841,956,teacher(heur@3200),-0.97329,-0.9722,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000025_K28,midgame,iter8_s3501000025_K28,28,mid,iter8,33,0.0012,1841,1843,teacher(heur@3200),0.33941,0.34062,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000041_K28,midgame,iter8_s3501000041_K28,28,mid,iter8,32,0.0012,649,1561,teacher(heur@3200),0.19908,0.20399,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000016_K16,midgame,heur3200_s3502000016_K16,16,late_mid,heur@3200,35,0.0012,1264,1661,teacher(heur@3200),-0.05389,-0.02908,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000031_K16,midgame,hybrid_8_3200_s3503000031_K16,16,late_mid,hybrid:8:3200,44,0.0006,844,1065,teacher(heur@3200),0.96482,0.96544,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000002_K52,midgame,heur3200_s3502000002_K52,52,opening,heur@3200,22,0.0005,952,1063,teacher(heur@3200),-0.1395,-0.13464,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,False,
mid::hybrid_8_3200_s3503000002_K52,midgame,hybrid_8_3200_s3503000002_K52,52,opening,hybrid:8:3200,24,0.0011,1041,1042,teacher(heur@3200),0.62753,0.62863,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000041_K40,midgame,hybrid_8_3200_s3503000041_K40,40,early_mid,hybrid:8:3200,30,0.0006,1160,1648,teacher(heur@3200),0.75617,0.75709,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000047_K28,midgame,greedy_s3500000047_K28,28,mid,greedy,47,0.0011,753,957,teacher(heur@3200),-0.94286,-0.94101,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000014_K28,midgame,hybrid_8_3200_s3503000014_K28,28,mid,hybrid:8:3200,29,0.0011,1652,1653,teacher(heur@3200),-0.76058,-0.75692,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000015_K28,midgame,iter8_s3501000015_K28,28,mid,iter8,24,0.0011,1163,1447,teacher(heur@3200),-0.50345,-0.50164,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000002_K16,midgame,iter8_s3501000002_K16,16,late_mid,iter8,35,0.0011,1661,1758,teacher(heur@3200),-0.43928,-0.43201,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000019_K10,midgame,greedy_s3500000019_K10,10,pre_endgame,greedy,68,0.0011,640,1173,teacher(heur@3200),0.47015,0.48754,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000004_K10,midgame,hybrid_8_3200_s3503000004_K10,10,pre_endgame,hybrid:8:3200,26,0.0011,761,1537,teacher(heur@3200),-0.0717,-0.0319,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000007_K10,midgame,iter8_s3501000007_K10,10,pre_endgame,iter8,35,0.0005,1334,1335,teacher(heur@3200),0.87111,0.87164,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000049_K10,midgame,iter8_s3501000049_K10,10,pre_endgame,iter8,30,0.0011,844,854,teacher(heur@3200),-0.44174,-0.4406,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::greedy_s3500000016_K40,midgame,greedy_s3500000016_K40,40,early_mid,greedy,37,0.001,1541,1543,teacher(heur@3200),0.93771,0.93937,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000000_K40,midgame,hybrid_8_3200_s3503000000_K40,40,early_mid,hybrid:8:3200,18,0.001,846,863,teacher(heur@3200),0.16231,0.20327,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000043_K40,midgame,iter8_s3501000043_K40,40,early_mid,iter8,28,0.001,846,1645,teacher(heur@3200),-0.03692,0.0315,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000015_K16,midgame,heur3200_s3502000015_K16,16,late_mid,heur@3200,44,0.001,848,1367,teacher(heur@3200),-0.65862,-0.65548,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000022_K16,midgame,heur3200_s3502000022_K16,16,late_mid,heur@3200,29,0.001,756,1838,teacher(heur@3200),-0.53528,-0.53209,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000006_K16,midgame,hybrid_8_3200_s3503000006_K16,16,late_mid,hybrid:8:3200,22,0.001,939,1273,teacher(heur@3200),0.88426,0.88531,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000045_K16,midgame,iter8_s3501000045_K16,16,late_mid,iter8,38,0.001,628,1572,teacher(heur@3200),0.2428,0.24377,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000040_K10,midgame,greedy_s3500000040_K10,10,pre_endgame,greedy,51,0.001,1953,1954,teacher(heur@3200),0.06276,0.06376,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000014_K52,midgame,iter8_s3501000014_K52,52,opening,iter8,21,0.0009,941,1167,teacher(heur@3200),-0.28011,-0.26938,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000029_K40,midgame,hybrid_8_3200_s3503000029_K40,40,early_mid,hybrid:8:3200,23,0.0009,946,1370,teacher(heur@3200),0.66113,0.66832,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::iter8_s3501000035_K40,midgame,iter8_s3501000035_K40,40,early_mid,iter8,14,0.0009,1060,753,teacher(heur@3200),-0.58967,-0.58252,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000041_K40,midgame,iter8_s3501000041_K40,40,early_mid,iter8,28,0.0009,644,1554,teacher(heur@3200),0.68188,0.68398,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000033_K28,midgame,heur3200_s3502000033_K28,28,mid,heur@3200,33,0.0009,1432,1434,teacher(heur@3200),-0.34515,-0.33987,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000013_K28,midgame,iter8_s3501000013_K28,28,mid,iter8,28,0.0009,736,862,teacher(heur@3200),-0.62831,-0.6242,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000041_K16,midgame,greedy_s3500000041_K16,16,late_mid,greedy,48,0.0009,756,1024,teacher(heur@3200),-0.71347,-0.71189,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000043_K16,midgame,greedy_s3500000043_K16,16,late_mid,greedy,42,0.0009,642,1752,teacher(heur@3200),0.57077,0.57168,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000044_K16,midgame,heur3200_s3502000044_K16,16,late_mid,heur@3200,34,0.0009,644,1453,teacher(heur@3200),0.68798,0.69153,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000005_K10,midgame,hybrid_8_3200_s3503000005_K10,10,pre_endgame,hybrid:8:3200,50,0.0009,644,1765,teacher(heur@3200),0.38125,0.38296,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000019_K52,midgame,iter8_s3501000019_K52,52,opening,iter8,18,0.0008,956,1450,teacher(heur@3200),-0.75265,-0.7499,,,immediate-score,immediate-scoring,(mostly v2.7-covered),weak,True,
mid::iter8_s3501000036_K52,midgame,iter8_s3501000036_K52,52,opening,iter8,27,0.0004,943,948,teacher(heur@3200),0.61254,0.61292,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::heur3200_s3502000045_K40,midgame,heur3200_s3502000045_K40,40,early_mid,heur@3200,24,0.0008,1263,1366,teacher(heur@3200),0.61597,0.61697,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000012_K40,midgame,iter8_s3501000012_K40,40,early_mid,iter8,30,0.0008,1237,1545,teacher(heur@3200),-0.84562,-0.84367,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::iter8_s3501000014_K40,midgame,iter8_s3501000014_K40,40,early_mid,iter8,25,0.0008,836,963,teacher(heur@3200),-0.39193,-0.38533,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000036_K28,midgame,greedy_s3500000036_K28,28,mid,greedy,59,0.0008,1536,641,teacher(heur@3200),-0.70024,-0.64389,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::heur3200_s3502000009_K28,midgame,heur3200_s3502000009_K28,28,mid,heur@3200,28,0.0008,841,1264,teacher(heur@3200),-0.13438,-0.13358,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000028_K28,midgame,hybrid_8_3200_s3503000028_K28,28,mid,hybrid:8:3200,33,0.0004,944,1142,teacher(heur@3200),0.23723,0.23763,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000009_K16,midgame,hybrid_8_3200_s3503000009_K16,16,late_mid,hybrid:8:3200,49,0.0008,660,1960,teacher(heur@3200),-0.76573,-0.76331,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000044_K16,midgame,hybrid_8_3200_s3503000044_K16,16,late_mid,hybrid:8:3200,23,0.0008,650,656,teacher(heur@3200),-0.98264,-0.98158,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000003_K10,midgame,greedy_s3500000003_K10,10,pre_endgame,greedy,12,0.0004,1120,1464,teacher(heur@3200),0.92313,0.92355,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000006_K10,midgame,hybrid_8_3200_s3503000006_K10,10,pre_endgame,hybrid:8:3200,41,0.0008,741,1335,teacher(heur@3200),0.87827,0.88047,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000035_K10,midgame,iter8_s3501000035_K10,10,pre_endgame,iter8,40,0.0008,824,1429,teacher(heur@3200),-0.58272,-0.58102,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::hybrid_8_3200_s3503000049_K52,midgame,hybrid_8_3200_s3503000049_K52,52,opening,hybrid:8:3200,28,0.0007,948,1032,teacher(heur@3200),0.29495,0.34008,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000000_K40,midgame,heur3200_s3502000000_K40,40,early_mid,heur@3200,22,0.0007,855,1736,teacher(heur@3200),-0.44767,-0.44592,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000019_K40,midgame,hybrid_8_3200_s3503000019_K40,40,early_mid,hybrid:8:3200,19,0.0007,1032,1034,teacher(heur@3200),0.48809,0.48901,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000009_K40,midgame,iter8_s3501000009_K40,40,early_mid,iter8,28,0.0007,1353,1657,teacher(heur@3200),0.31635,0.31705,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000016_K28,midgame,greedy_s3500000016_K28,28,mid,greedy,24,0.0003,1052,1259,teacher(heur@3200),0.9528,0.9533,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::greedy_s3500000039_K28,midgame,greedy_s3500000039_K28,28,mid,greedy,32,0.0007,1160,1748,teacher(heur@3200),0.53079,0.53485,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000046_K28,midgame,heur3200_s3502000046_K28,28,mid,heur@3200,39,0.0007,1541,1542,teacher(heur@3200),0.31867,0.31939,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000002_K28,midgame,hybrid_8_3200_s3503000002_K28,28,mid,hybrid:8:3200,30,0.0007,739,1654,teacher(heur@3200),0.82644,0.83192,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000016_K16,midgame,greedy_s3500000016_K16,16,late_mid,greedy,41,0.0007,734,1530,teacher(heur@3200),0.92553,0.93155,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000040_K16,midgame,iter8_s3501000040_K16,16,late_mid,iter8,25,0.0007,1568,1570,teacher(heur@3200),0.90965,0.91031,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000021_K10,midgame,hybrid_8_3200_s3503000021_K10,10,pre_endgame,hybrid:8:3200,34,0.0007,1074,1476,teacher(heur@3200),0.62528,0.62964,,,bag/scarcity,open-edge-scarcity,open_edge_scarcity_v1,weak,True,
mid::greedy_s3500000011_K52,midgame,greedy_s3500000011_K52,52,opening,greedy,16,0.0006,1464,1465,teacher(heur@3200),0.13595,0.13651,,,completion/score-greed,completion-timing,completion_timing_v1,partial,True,
mid::greedy_s3500000037_K40,midgame,greedy_s3500000037_K40,40,early_mid,greedy,36,0.0003,932,1336,teacher(heur@3200),0.66466,0.66498,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000046_K40,midgame,iter8_s3501000046_K40,40,early_mid,iter8,30,0.0006,756,849,teacher(heur@3200),-0.84399,-0.84239,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000040_K28,midgame,greedy_s3500000040_K28,28,mid,greedy,39,0.0006,1463,1567,teacher(heur@3200),0.226,0.23426,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000049_K28,midgame,greedy_s3500000049_K28,28,mid,greedy,32,0.0006,852,1557,teacher(heur@3200),0.94828,0.94979,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000008_K28,midgame,heur3200_s3502000008_K28,28,mid,heur@3200,27,0.0006,745,1030,teacher(heur@3200),-0.95499,-0.95395,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::heur3200_s3502000029_K28,midgame,heur3200_s3502000029_K28,28,mid,heur@3200,31,0.0006,1640,1647,teacher(heur@3200),-0.30217,-0.29812,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::heur3200_s3502000031_K28,midgame,heur3200_s3502000031_K28,28,mid,heur@3200,51,0.0006,1158,1271,teacher(heur@3200),0.66116,0.66404,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000003_K28,midgame,hybrid_8_3200_s3503000003_K28,28,mid,hybrid:8:3200,28,0.0006,740,1744,teacher(heur@3200),-0.38196,-0.37783,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000023_K28,midgame,hybrid_8_3200_s3503000023_K28,28,mid,hybrid:8:3200,32,0.0006,744,840,teacher(heur@3200),-0.28388,-0.27877,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000036_K28,midgame,hybrid_8_3200_s3503000036_K28,28,mid,hybrid:8:3200,20,0.0006,1164,1640,teacher(heur@3200),0.63606,0.66607,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::iter8_s3501000017_K28,midgame,iter8_s3501000017_K28,28,mid,iter8,23,0.0006,1535,1655,teacher(heur@3200),0.93204,0.93263,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000000_K16,midgame,greedy_s3500000000_K16,16,late_mid,greedy,55,0.0006,1161,939,teacher(heur@3200),-0.8322,-0.82518,,,structural/closure,closure-timing/farm-growth,completion_timing_v1|farm_final_value_v1,partial,True,
mid::greedy_s3500000022_K16,midgame,greedy_s3500000022_K16,16,late_mid,greedy,12,0.0006,1270,1747,teacher(heur@3200),0.70237,0.70506,,,meeple-economy,meeple-economy,meeple_economy_v1,yes,True,
mid::hybrid_8_3200_s3503000036_K16,midgame,hybrid_8_3200_s3503000036_K16,16,late_mid,hybrid:8:3200,34,0.0003,657,1856,teacher(heur@3200),0.8523,0.8529,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::hybrid_8_3200_s3503000039_K16,midgame,hybrid_8_3200_s3503000039_K16,16,late_mid,hybrid:8:3200,39,0.0003,1660,1661,teacher(heur@3200),0.89951,0.8998,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000008_K16,midgame,iter8_s3501000008_K16,16,late_mid,iter8,28,0.0006,1024,1668,teacher(heur@3200),-0.49448,-0.48121,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000024_K10,midgame,greedy_s3500000024_K10,10,pre_endgame,greedy,68,0.0006,552,1748,teacher(heur@3200),0.73717,0.74109,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::greedy_s3500000041_K10,midgame,greedy_s3500000041_K10,10,pre_endgame,greedy,12,0.0006,1468,1632,teacher(heur@3200),-0.92055,-0.91997,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::heur3200_s3502000023_K10,midgame,heur3200_s3502000023_K10,10,pre_endgame,heur@3200,36,0.0006,841,1743,teacher(heur@3200),-0.68576,-0.68518,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000019_K10,midgame,hybrid_8_3200_s3503000019_K10,10,pre_endgame,hybrid:8:3200,46,0.0006,841,856,teacher(heur@3200),0.9403,0.9458,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000034_K10,midgame,hybrid_8_3200_s3503000034_K10,10,pre_endgame,hybrid:8:3200,40,0.0006,967,1070,teacher(heur@3200),0.70963,0.73137,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
mid::hybrid_8_3200_s3503000043_K10,midgame,hybrid_8_3200_s3503000043_K10,10,pre_endgame,hybrid:8:3200,30,0.0003,852,1637,teacher(heur@3200),0.96708,0.96829,,,structural/unclear,structural-positional,NONE(search-horizon),no,False,
mid::iter8_s3501000021_K10,midgame,iter8_s3501000021_K10,10,pre_endgame,iter8,54,0.0006,956,1828,teacher(heur@3200),0.66847,0.66904,,,structural/unclear,structural-positional,NONE(search-horizon),no,True,
