d1_denial_d1_s5_o3	{"denial_dose": 1.0, "denial_size_min": 5.0, "denial_open_max": 3}	effeca41772e3e78
d1_denial_d4_s5_o3	{"denial_dose": 4.0, "denial_size_min": 5.0, "denial_open_max": 3}	451b61ccfa10b29e
