[agree] carcassonne_ai.fair_agent -> /home/doctor/projects/carc-pinned-c72053a/src/carcassonne_ai/fair_agent.py
[agree] carcassonne_ai.mcts       -> /home/doctor/projects/carc-pinned-c72053a/src/carcassonne_ai/mcts.py
         s28000000110_p98_r2 24.177s agreeQ_all=False [347/2694 1795/h]
         s28000000110_p94_r2 28.195s agreeQ_all=False [348/2694 1797/h]
         s28000000110_p98_r1 26.965s agreeQ_all=False [349/2694 1800/h]
         s28000000109_p96_r3 36.321s agreeQ_all=False [350/2694 1801/h]
         s28000000106_p89_r1 53.908s agreeQ_all=False [351/2694 1805/h]
         s28000000111_p76_r1 26.271s agreeQ_all=False [352/2694 1805/h]
        s28000000108_p102_r3 44.996s agreeQ_all=True [353/2694 1808/h]
         s28000000111_p33_r3 30.389s agreeQ_all=True [354/2694 1807/h]
         s28000000111_p76_r2 27.751s agreeQ_all=False [355/2694 1812/h]
         s28000000112_p70_r3 24.896s agreeQ_all=False [356/2694 1814/h]
         s28000000111_p76_r3 29.532s agreeQ_all=False [357/2694 1814/h]
        s28000000109_p133_r2 47.643s agreeQ_all=False [358/2694 1808/h]
        s28000000109_p133_r3 48.964s agreeQ_all=False [359/2694 1809/h]
         s28000000113_p66_r2 24.611s agreeQ_all=False [360/2694 1813/h]
        s28000000112_p118_r1 33.569s agreeQ_all=False [361/2694 1805/h]
         s28000000114_p62_r1 24.82s agreeQ_all=False [362/2694 1808/h]
         s28000000114_p81_r2 23.418s agreeQ_all=False [363/2694 1812/h]
         s28000000114_p81_r1 24.238s agreeQ_all=False [364/2694 1817/h]
         s28000000115_p35_r1 25.452s agreeQ_all=True [365/2694 1812/h]
         s28000000113_p80_r3 30.63s agreeQ_all=False [366/2694 1815/h]
         s28000000115_p35_r3 31.51s agreeQ_all=True [367/2694 1806/h]
         s28000000115_p65_r3 33.78s agreeQ_all=False [368/2694 1793/h]
         s28000000116_p57_r1 35.794s agreeQ_all=True [369/2694 1792/h]
         s28000000115_p65_r2 39.658s agreeQ_all=True [370/2694 1794/h]
         s28000000115_p65_r1 40.559s agreeQ_all=True [371/2694 1798/h]
         s28000000116_p57_r2 37.155s agreeQ_all=True [372/2694 1801/h]
         s28000000119_p54_r1 30.679s agreeQ_all=True [373/2694 1785/h]
        s28000000116_p106_r1 43.687s agreeQ_all=False [374/2694 1790/h]
        s28000000117_p130_r2 39.53s agreeQ_all=True [375/2694 1790/h]
        s28000000117_p124_r2 47.609s agreeQ_all=True [376/2694 1780/h]
        s28000000118_p100_r1 40.76s agreeQ_all=True [377/2694 1783/h]
        s28000000118_p100_r3 41.431s agreeQ_all=True [378/2694 1784/h]
        s28000000119_p126_r2 32.192s agreeQ_all=False [379/2694 1786/h]
        s28000000118_p100_r2 43.434s agreeQ_all=True [380/2694 1790/h]
         s28000000119_p54_r3 40.213s agreeQ_all=True [381/2694 1792/h]
        s28000000119_p126_r1 43.211s agreeQ_all=False [382/2694 1788/h]
          s28000000122_p5_r3 18.69s agreeQ_all=False [383/2694 1789/h]
        s28000000117_p130_r1 56.477s agreeQ_all=True [384/2694 1793/h]
        s28000000120_p111_r3 33.96s agreeQ_all=True [385/2694 1793/h]
        s28000000121_p112_r2 35.815s agreeQ_all=False [386/2694 1786/h]
        s28000000121_p112_r3 35.623s agreeQ_all=False [387/2694 1790/h]
         s28000000124_p37_r1 26.278s agreeQ_all=True [388/2694 1774/h]
        s28000000121_p112_r1 46.727s agreeQ_all=False [389/2694 1777/h]
        s28000000123_p114_r3 27.887s agreeQ_all=True [390/2694 1781/h]
         s28000000124_p37_r3 27.354s agreeQ_all=True [391/2694 1781/h]
         s28000000124_p72_r1 30.913s agreeQ_all=True [392/2694 1776/h]
         s28000000124_p72_r2 33.491s agreeQ_all=True [393/2694 1774/h]
        s28000000122_p103_r3 43.458s agreeQ_all=True [394/2694 1778/h]
         s28000000126_p30_r1 20.359s agreeQ_all=False [395/2694 1781/h]
        s28000000122_p103_r1 48.461s agreeQ_all=True [396/2694 1780/h]
         s28000000125_p94_r1 37.542s agreeQ_all=False [397/2694 1780/h]
         s28000000125_p94_r3 32.462s agreeQ_all=False [398/2694 1784/h]
         s28000000125_p96_r1 34.269s agreeQ_all=True [399/2694 1784/h]
         s28000000125_p94_r2 36.425s agreeQ_all=False [400/2694 1787/h]
         s28000000126_p30_r2 27.217s agreeQ_all=False [401/2694 1792/h]
         s28000000125_p96_r2 35.01s agreeQ_all=True [402/2694 1791/h]
        s28000000121_p141_r2 71.899s agreeQ_all=True [403/2694 1779/h]
          s28000000129_p8_r1 17.968s agreeQ_all=True [404/2694 1783/h]
          s28000000130_p7_r2 17.816s agreeQ_all=False [405/2694 1776/h]
         s28000000127_p47_r3 35.768s agreeQ_all=True [406/2694 1776/h]
          s28000000130_p7_r3 17.897s agreeQ_all=False [407/2694 1780/h]
         s28000000128_p72_r1 33.652s agreeQ_all=True [408/2694 1783/h]
          s28000000129_p8_r2 26.832s agreeQ_all=True [409/2694 1784/h]
          s28000000130_p7_r1 23.578s agreeQ_all=False [410/2694 1786/h]
         s28000000128_p78_r3 30.308s agreeQ_all=False [411/2694 1787/h]
          s28000000129_p8_r3 27.951s agreeQ_all=False [412/2694 1790/h]
         s28000000128_p78_r1 34.458s agreeQ_all=False [413/2694 1793/h]
         s28000000130_p20_r2 24.339s agreeQ_all=False [414/2694 1796/h]
         s28000000130_p20_r3 27.621s agreeQ_all=True [415/2694 1788/h]
        s28000000127_p119_r3 47.441s agreeQ_all=True [416/2694 1791/h]
        s28000000127_p119_r1 50.45s agreeQ_all=False [417/2694 1790/h]
         s28000000130_p20_r1 34.347s agreeQ_all=False [418/2694 1791/h]
         s28000000133_p12_r1 21.183s agreeQ_all=True [419/2694 1785/h]
         s28000000131_p52_r2 36.021s agreeQ_all=True [420/2694 1775/h]
        s28000000132_p105_r2 30.081s agreeQ_all=True [421/2694 1776/h]
         s28000000131_p52_r1 39.65s agreeQ_all=False [422/2694 1776/h]
         s28000000132_p47_r3 34.231s agreeQ_all=True [423/2694 1780/h]
         s28000000134_p49_r2 27.961s agreeQ_all=True [424/2694 1782/h]
        s28000000132_p105_r3 33.863s agreeQ_all=True [425/2694 1785/h]
         s28000000133_p74_r1 33.605s agreeQ_all=False [426/2694 1785/h]
         s28000000134_p49_r1 33.949s agreeQ_all=True [427/2694 1783/h]
         s28000000133_p74_r3 35.627s agreeQ_all=False [428/2694 1787/h]
         s28000000134_p49_r3 33.821s agreeQ_all=False [429/2694 1789/h]
         s28000000135_p76_r3 27.46s agreeQ_all=False [430/2694 1793/h]
         s28000000134_p67_r1 36.715s agreeQ_all=True [431/2694 1790/h]
         s28000000135_p76_r2 31.151s agreeQ_all=False [432/2694 1794/h]
         s28000000136_p24_r2 28.152s agreeQ_all=True [433/2694 1785/h]
         s28000000138_p16_r2 24.424s agreeQ_all=True [434/2694 1772/h]
         s28000000138_p16_r1 27.127s agreeQ_all=True [435/2694 1772/h]
         s28000000138_p16_r3 26.18s agreeQ_all=True [436/2694 1773/h]
         s28000000140_p10_r1 22.621s agreeQ_all=False [437/2694 1775/h]
         s28000000137_p96_r2 34.854s agreeQ_all=True [438/2694 1778/h]
         s28000000140_p10_r2 20.929s agreeQ_all=False [439/2694 1780/h]
         s28000000139_p51_r3 34.138s agreeQ_all=True [440/2694 1767/h]
         s28000000137_p96_r3 43.124s agreeQ_all=True [441/2694 1771/h]
         s28000000139_p51_r2 34.595s agreeQ_all=True [442/2694 1775/h]
        s28000000137_p125_r2 44.738s agreeQ_all=True [443/2694 1772/h]
        s28000000137_p125_r3 46.479s agreeQ_all=True [444/2694 1772/h]
         s28000000139_p86_r3 40.567s agreeQ_all=True [445/2694 1773/h]
         s28000000142_p16_r2 22.499s agreeQ_all=False [446/2694 1769/h]
        s28000000140_p105_r1 42.221s agreeQ_all=True [447/2694 1770/h]
         s28000000142_p16_r3 23.367s agreeQ_all=True [448/2694 1773/h]
        s28000000140_p105_r2 36.416s agreeQ_all=True [449/2694 1777/h]
         s28000000141_p94_r2 32.356s agreeQ_all=False [450/2694 1773/h]
         s28000000145_p10_r1 17.305s agreeQ_all=True [451/2694 1763/h]
         s28000000141_p94_r3 39.371s agreeQ_all=False [452/2694 1762/h]
         s28000000144_p31_r1 28.663s agreeQ_all=True [453/2694 1756/h]
        s28000000142_p124_r2 43.27s agreeQ_all=True [454/2694 1757/h]
         s28000000145_p34_r1 24.346s agreeQ_all=True [455/2694 1757/h]
         s28000000145_p34_r2 23.384s agreeQ_all=True [456/2694 1760/h]
        s28000000142_p124_r3 45.186s agreeQ_all=False [457/2694 1763/h]
         s28000000143_p46_r3 37.061s agreeQ_all=True [458/2694 1766/h]
         s28000000145_p34_r3 23.891s agreeQ_all=True [459/2694 1770/h]
         s28000000144_p97_r1 36.287s agreeQ_all=True [460/2694 1765/h]
         s28000000146_p39_r1 34.732s agreeQ_all=True [461/2694 1757/h]
        s28000000135_p141_r3 104.652s agreeQ_all=True [462/2694 1761/h]
        s28000000135_p141_r1 107.584s agreeQ_all=True [463/2694 1762/h]
         s28000000147_p41_r1 28.535s agreeQ_all=False [464/2694 1759/h]
         s28000000147_p41_r3 27.128s agreeQ_all=False [465/2694 1761/h]
         s28000000148_p17_r1 24.05s agreeQ_all=False [466/2694 1761/h]
         s28000000148_p17_r3 23.288s agreeQ_all=True [467/2694 1763/h]
         s28000000146_p39_r2 44.682s agreeQ_all=True [468/2694 1757/h]
         s28000000150_p11_r2 18.996s agreeQ_all=False [469/2694 1752/h]
         s28000000148_p85_r1 38.282s agreeQ_all=False [470/2694 1743/h]
         s28000000151_p26_r1 26.03s agreeQ_all=True [471/2694 1744/h]
        s28000000149_p114_r1 39.844s agreeQ_all=False [472/2694 1746/h]
         s28000000148_p85_r3 40.927s agreeQ_all=True [473/2694 1748/h]
        s28000000149_p114_r2 45.862s agreeQ_all=False [474/2694 1742/h]
        s28000000149_p114_r3 44.759s agreeQ_all=False [475/2694 1740/h]
         s28000000152_p29_r1 32.985s agreeQ_all=True [476/2694 1737/h]
         s28000000152_p50_r2 23.162s agreeQ_all=True [477/2694 1740/h]
         s28000000151_p95_r1 37.026s agreeQ_all=True [478/2694 1744/h]
         s28000000148_p85_r2 54.517s agreeQ_all=True [479/2694 1747/h]
         s28000000151_p95_r2 36.973s agreeQ_all=False [480/2694 1750/h]
        s28000000150_p103_r2 44.258s agreeQ_all=True [481/2694 1751/h]
         s28000000152_p29_r3 30.847s agreeQ_all=True [482/2694 1754/h]
         s28000000154_p16_r2 19.402s agreeQ_all=False [483/2694 1752/h]
         s28000000154_p16_r3 22.123s agreeQ_all=False [484/2694 1749/h]
         s28000000154_p16_r1 27.505s agreeQ_all=True [485/2694 1747/h]
         s28000000151_p95_r3 46.964s agreeQ_all=True [486/2694 1750/h]
         s28000000155_p47_r2 34.718s agreeQ_all=True [487/2694 1723/h]
        s28000000153_p115_r1 50.787s agreeQ_all=True [488/2694 1720/h]
         s28000000156_p45_r1 33.955s agreeQ_all=True [489/2694 1724/h]
         s28000000156_p45_r3 32.552s agreeQ_all=True [490/2694 1727/h]
         s28000000155_p47_r3 37.748s agreeQ_all=True [491/2694 1726/h]
        s28000000154_p104_r3 44.854s agreeQ_all=False [492/2694 1729/h]
         s28000000157_p20_r3 30.522s agreeQ_all=True [493/2694 1729/h]
        s28000000156_p127_r3 34.34s agreeQ_all=True [494/2694 1732/h]
        s28000000156_p127_r1 40.293s agreeQ_all=True [495/2694 1730/h]
         s28000000157_p48_r1 30.352s agreeQ_all=False [496/2694 1734/h]
         s28000000157_p48_r2 30.689s agreeQ_all=False [497/2694 1736/h]
          s28000000160_p7_r2 21.066s agreeQ_all=False [498/2694 1720/h]
          s28000000160_p7_r3 21.743s agreeQ_all=False [499/2694 1722/h]
          s28000000160_p7_r1 22.459s agreeQ_all=False [500/2694 1724/h]
        s28000000155_p116_r3 56.879s agreeQ_all=True [501/2694 1728/h]
        s28000000155_p116_r2 58.407s agreeQ_all=False [502/2694 1729/h]
        s28000000155_p116_r1 58.627s agreeQ_all=False [503/2694 1732/h]
        s28000000143_p139_r1 150.126s agreeQ_all=True [504/2694 1734/h]
         s28000000160_p68_r2 29.019s agreeQ_all=True [505/2694 1726/h]
         s28000000161_p23_r1 27.426s agreeQ_all=False [506/2694 1728/h]
         s28000000161_p23_r2 27.487s agreeQ_all=True [507/2694 1731/h]
        s28000000161_p132_r1 25.973s agreeQ_all=False [508/2694 1732/h]
        s28000000161_p132_r3 26.444s agreeQ_all=False [509/2694 1733/h]
        s28000000161_p132_r2 27.282s agreeQ_all=False [510/2694 1736/h]
         s28000000159_p40_r2 40.195s agreeQ_all=True [511/2694 1739/h]
         s28000000160_p68_r3 36.833s agreeQ_all=False [512/2694 1737/h]
        s28000000143_p139_r2 170.923s agreeQ_all=True [513/2694 1730/h]
         s28000000162_p88_r3 33.209s agreeQ_all=True [514/2694 1720/h]
          s28000000167_p2_r1 15.584s agreeQ_all=False [515/2694 1712/h]
         s28000000166_p11_r3 22.945s agreeQ_all=True [516/2694 1714/h]
         s28000000165_p46_r1 32.801s agreeQ_all=False [517/2694 1712/h]
         s28000000164_p73_r1 42.407s agreeQ_all=True [518/2694 1715/h]
         s28000000165_p46_r2 33.138s agreeQ_all=False [519/2694 1718/h]
         s28000000165_p46_r3 32.62s agreeQ_all=False [520/2694 1720/h]
         s28000000164_p73_r3 42.564s agreeQ_all=True [521/2694 1722/h]
        s28000000163_p108_r2 49.776s agreeQ_all=False [522/2694 1718/h]
        s28000000163_p108_r1 50.365s agreeQ_all=False [523/2694 1721/h]
         s28000000164_p73_r2 50.774s agreeQ_all=True [524/2694 1721/h]
         s28000000164_p83_r3 43.935s agreeQ_all=True [525/2694 1723/h]
         s28000000163_p78_r2 56.086s agreeQ_all=False [526/2694 1722/h]
        s28000000165_p105_r3 46.307s agreeQ_all=True [527/2694 1718/h]
        s28000000167_p132_r1 32.215s agreeQ_all=True [528/2694 1716/h]
          s28000000169_p5_r3 21.628s agreeQ_all=False [529/2694 1718/h]
        s28000000165_p105_r1 52.601s agreeQ_all=True [530/2694 1719/h]
         s28000000169_p18_r3 22.976s agreeQ_all=True [531/2694 1721/h]
        s28000000165_p105_r2 53.696s agreeQ_all=False [532/2694 1724/h]
         s28000000170_p88_r1 29.26s agreeQ_all=False [533/2694 1716/h]
         s28000000171_p27_r3 28.645s agreeQ_all=True [534/2694 1712/h]
         s28000000170_p49_r1 35.936s agreeQ_all=True [535/2694 1714/h]
         s28000000171_p27_r1 30.543s agreeQ_all=False [536/2694 1716/h]
         s28000000170_p49_r2 38.26s agreeQ_all=True [537/2694 1716/h]
        s28000000168_p121_r1 46.956s agreeQ_all=True [538/2694 1714/h]
         s28000000173_p59_r3 30.619s agreeQ_all=True [539/2694 1702/h]
         s28000000172_p67_r1 41.397s agreeQ_all=True [540/2694 1704/h]
        s28000000171_p120_r1 46.726s agreeQ_all=True [541/2694 1704/h]
         s28000000173_p59_r2 37.535s agreeQ_all=True [542/2694 1703/h]
         s28000000173_p59_r1 38.213s agreeQ_all=True [543/2694 1705/h]
        s28000000168_p121_r2 62.535s agreeQ_all=True [544/2694 1708/h]
        s28000000173_p120_r2 38.491s agreeQ_all=False [545/2694 1707/h]
         s28000000172_p82_r3 45.654s agreeQ_all=True [546/2694 1709/h]
        s28000000171_p120_r2 54.421s agreeQ_all=True [547/2694 1710/h]
        s28000000173_p120_r1 41.038s agreeQ_all=True [548/2694 1713/h]
          s28000000177_p3_r3 18.89s agreeQ_all=False [549/2694 1704/h]
          s28000000177_p3_r2 20.239s agreeQ_all=True [550/2694 1706/h]
         s28000000175_p86_r1 38.213s agreeQ_all=True [551/2694 1707/h]
         s28000000174_p65_r1 44.861s agreeQ_all=False [552/2694 1708/h]
         s28000000174_p65_r3 42.404s agreeQ_all=True [553/2694 1708/h]
         s28000000175_p86_r2 41.589s agreeQ_all=True [554/2694 1710/h]
         s28000000177_p53_r3 27.033s agreeQ_all=True [555/2694 1703/h]
         s28000000176_p68_r2 45.382s agreeQ_all=False [556/2694 1703/h]
         s28000000177_p53_r1 34.416s agreeQ_all=True [557/2694 1703/h]
         s28000000177_p53_r2 31.277s agreeQ_all=True [558/2694 1706/h]
         s28000000178_p96_r1 33.606s agreeQ_all=True [559/2694 1700/h]
         s28000000180_p24_r2 25.5s agreeQ_all=False [560/2694 1701/h]
         s28000000178_p58_r1 41.829s agreeQ_all=True [561/2694 1699/h]
         s28000000180_p24_r3 28.583s agreeQ_all=False [562/2694 1701/h]
         s28000000178_p58_r3 40.722s agreeQ_all=True [563/2694 1703/h]
         s28000000178_p96_r3 39.185s agreeQ_all=True [564/2694 1705/h]
         s28000000178_p96_r2 41.517s agreeQ_all=True [565/2694 1705/h]
         s28000000180_p94_r1 34.728s agreeQ_all=False [566/2694 1703/h]
         s28000000181_p76_r3 24.18s agreeQ_all=False [567/2694 1704/h]
         s28000000180_p94_r2 40.588s agreeQ_all=False [568/2694 1698/h]
         s28000000180_p94_r3 38.925s agreeQ_all=True [569/2694 1701/h]
         s28000000181_p52_r1 40.049s agreeQ_all=False [570/2694 1701/h]
         s28000000182_p84_r2 34.35s agreeQ_all=True [571/2694 1699/h]
         s28000000182_p84_r3 33.046s agreeQ_all=False [572/2694 1701/h]
         s28000000183_p63_r3 29.912s agreeQ_all=False [573/2694 1700/h]
        s28000000182_p111_r1 41.502s agreeQ_all=True [574/2694 1695/h]
         s28000000183_p91_r1 38.665s agreeQ_all=False [575/2694 1691/h]
         s28000000184_p77_r2 33.268s agreeQ_all=True [576/2694 1694/h]
         s28000000184_p75_r3 34.969s agreeQ_all=False [577/2694 1695/h]
         s28000000185_p69_r1 33.591s agreeQ_all=False [578/2694 1696/h]
         s28000000184_p75_r1 38.796s agreeQ_all=True [579/2694 1698/h]
         s28000000184_p75_r2 39.128s agreeQ_all=False [580/2694 1700/h]
         s28000000185_p69_r3 33.56s agreeQ_all=False [581/2694 1700/h]
        s28000000185_p102_r1 35.973s agreeQ_all=True [582/2694 1699/h]
          s28000000188_p3_r1 18.561s agreeQ_all=True [583/2694 1696/h]
        s28000000175_p135_r3 110.762s agreeQ_all=False [584/2694 1699/h]
        s28000000186_p116_r2 34.539s agreeQ_all=True [585/2694 1700/h]
        s28000000186_p132_r1 40.598s agreeQ_all=False [586/2694 1692/h]
         s28000000189_p20_r1 21.793s agreeQ_all=True [587/2694 1694/h]
         s28000000187_p34_r2 34.3s agreeQ_all=False [588/2694 1696/h]
         s28000000188_p19_r3 24.147s agreeQ_all=True [589/2694 1699/h]
         s28000000188_p19_r2 25.559s agreeQ_all=False [590/2694 1700/h]
        s28000000186_p132_r2 39.67s agreeQ_all=False [591/2694 1702/h]
        s28000000186_p116_r3 45.851s agreeQ_all=True [592/2694 1705/h]
        s28000000186_p132_r3 40.283s agreeQ_all=False [593/2694 1707/h]
         s28000000189_p20_r2 25.382s agreeQ_all=True [594/2694 1708/h]
         s28000000189_p20_r3 27.457s agreeQ_all=True [595/2694 1707/h]
         s28000000189_p68_r2 26.216s agreeQ_all=False [596/2694 1708/h]
         s28000000189_p68_r1 33.772s agreeQ_all=True [597/2694 1703/h]
         s28000000191_p57_r1 36.168s agreeQ_all=False [598/2694 1690/h]
         s28000000191_p57_r3 35.233s agreeQ_all=False [599/2694 1693/h]
         s28000000191_p57_r2 36.817s agreeQ_all=False [600/2694 1695/h]
         s28000000190_p88_r2 44.759s agreeQ_all=False [601/2694 1693/h]
         s28000000192_p46_r1 34.197s agreeQ_all=True [602/2694 1692/h]
         s28000000192_p46_r2 35.483s agreeQ_all=True [603/2694 1692/h]
         s28000000194_p16_r2 23.435s agreeQ_all=True [604/2694 1686/h]
         s28000000193_p83_r2 39.431s agreeQ_all=True [605/2694 1689/h]
         s28000000192_p46_r3 38.677s agreeQ_all=True [606/2694 1691/h]
         s28000000192_p74_r3 44.026s agreeQ_all=False [607/2694 1689/h]
         s28000000193_p83_r1 45.922s agreeQ_all=True [608/2694 1689/h]
         s28000000192_p74_r1 48.373s agreeQ_all=False [609/2694 1691/h]
         s28000000193_p83_r3 46.15s agreeQ_all=True [610/2694 1693/h]
         s28000000193_p94_r2 47.661s agreeQ_all=True [611/2694 1689/h]
         s28000000193_p94_r3 48.675s agreeQ_all=True [612/2694 1688/h]
         s28000000197_p25_r1 29.481s agreeQ_all=True [613/2694 1682/h]
         s28000000196_p57_r1 39.65s agreeQ_all=True [614/2694 1682/h]
         s28000000193_p94_r1 64.898s agreeQ_all=True [615/2694 1681/h]
         s28000000195_p79_r3 43.314s agreeQ_all=False [616/2694 1684/h]
         s28000000199_p15_r2 22.692s agreeQ_all=True [617/2694 1683/h]
         s28000000195_p79_r2 46.942s agreeQ_all=False [618/2694 1684/h]
         s28000000197_p25_r2 32.17s agreeQ_all=True [619/2694 1686/h]
         s28000000199_p15_r1 27.232s agreeQ_all=True [620/2694 1686/h]
         s28000000197_p25_r3 34.876s agreeQ_all=True [621/2694 1688/h]
         s28000000196_p73_r2 46.601s agreeQ_all=True [622/2694 1690/h]
         s28000000199_p60_r2 26.272s agreeQ_all=True [623/2694 1688/h]
         s28000000196_p73_r3 48.808s agreeQ_all=False [624/2694 1689/h]
        s28000000198_p101_r1 42.401s agreeQ_all=True [625/2694 1684/h]
         s28000000200_p23_r2 31.029s agreeQ_all=True [626/2694 1686/h]
         s28000000200_p23_r3 25.943s agreeQ_all=True [627/2694 1687/h]
        s28000000200_p108_r1 25.134s agreeQ_all=False [628/2694 1688/h]
        s28000000200_p108_r3 24.539s agreeQ_all=False [629/2694 1688/h]
        s28000000197_p105_r1 52.917s agreeQ_all=True [630/2694 1689/h]
        s28000000198_p101_r2 50.743s agreeQ_all=True [631/2694 1687/h]
         s28000000203_p15_r1 22.657s agreeQ_all=False [632/2694 1689/h]
         s28000000203_p15_r2 24.459s agreeQ_all=False [633/2694 1689/h]
         s28000000203_p96_r2 26.999s agreeQ_all=False [634/2694 1683/h]
        s28000000201_p105_r1 41.258s agreeQ_all=False [635/2694 1683/h]
        s28000000201_p105_r2 42.091s agreeQ_all=True [636/2694 1681/h]
         s28000000203_p96_r1 37.298s agreeQ_all=False [637/2694 1683/h]
        s28000000201_p108_r1 42.304s agreeQ_all=False [638/2694 1685/h]
         s28000000203_p96_r3 34.543s agreeQ_all=False [639/2694 1686/h]
        s28000000201_p108_r3 43.318s agreeQ_all=False [640/2694 1687/h]
         s28000000206_p16_r1 26.613s agreeQ_all=True [641/2694 1680/h]
        s28000000205_p121_r2 31.255s agreeQ_all=True [642/2694 1682/h]
         s28000000206_p16_r2 27.321s agreeQ_all=True [643/2694 1682/h]
         s28000000205_p90_r1 40.71s agreeQ_all=False [644/2694 1681/h]
         s28000000205_p90_r3 38.159s agreeQ_all=False [645/2694 1683/h]
         s28000000205_p90_r2 40.861s agreeQ_all=True [646/2694 1685/h]
        s28000000204_p123_r3 46.48s agreeQ_all=False [647/2694 1684/h]
        s28000000204_p123_r2 46.929s agreeQ_all=False [648/2694 1687/h]
        s28000000205_p121_r3 37.144s agreeQ_all=True [649/2694 1689/h]
         s28000000210_p12_r1 23.011s agreeQ_all=True [650/2694 1675/h]
         s28000000208_p41_r1 32.686s agreeQ_all=False [651/2694 1677/h]
         s28000000210_p12_r2 21.623s agreeQ_all=True [652/2694 1679/h]
        s28000000207_p111_r2 35.977s agreeQ_all=False [653/2694 1681/h]
         s28000000207_p95_r2 42.418s agreeQ_all=False [654/2694 1684/h]
         s28000000208_p41_r2 33.097s agreeQ_all=False [655/2694 1686/h]
         s28000000207_p95_r3 45.228s agreeQ_all=False [656/2694 1682/h]
         s28000000210_p12_r3 24.904s agreeQ_all=True [657/2694 1685/h]
        s28000000207_p111_r1 42.962s agreeQ_all=False [658/2694 1686/h]
         s28000000210_p15_r1 25.023s agreeQ_all=False [659/2694 1689/h]
          s28000000211_p9_r2 21.481s agreeQ_all=True [660/2694 1691/h]
          s28000000211_p9_r1 24.259s agreeQ_all=False [661/2694 1691/h]
         s28000000210_p15_r2 29.629s agreeQ_all=True [662/2694 1690/h]
         s28000000210_p15_r3 28.164s agreeQ_all=True [663/2694 1692/h]
        s28000000207_p111_r3 49.781s agreeQ_all=False [664/2694 1692/h]
        s28000000209_p114_r3 50.782s agreeQ_all=False [665/2694 1681/h]
         s28000000212_p58_r2 29.24s agreeQ_all=False [666/2694 1681/h]
         s28000000212_p58_r3 35.835s agreeQ_all=False [667/2694 1676/h]
         s28000000213_p49_r1 35.21s agreeQ_all=False [668/2694 1677/h]
         s28000000213_p83_r3 46.49s agreeQ_all=True [669/2694 1661/h]
        s28000000214_p101_r1 43.324s agreeQ_all=True [670/2694 1663/h]
         s28000000216_p21_r3 26.675s agreeQ_all=True [671/2694 1662/h]
         s28000000214_p97_r3 48.626s agreeQ_all=True [672/2694 1664/h]
         s28000000216_p21_r2 29.508s agreeQ_all=True [673/2694 1666/h]
         s28000000214_p97_r1 50.182s agreeQ_all=True [674/2694 1668/h]
        s28000000214_p101_r3 46.508s agreeQ_all=False [675/2694 1667/h]
         s28000000214_p97_r2 54.514s agreeQ_all=True [676/2694 1667/h]
        s28000000214_p101_r2 50.58s agreeQ_all=True [677/2694 1669/h]
         s28000000215_p80_r1 47.623s agreeQ_all=False [678/2694 1671/h]
         s28000000213_p83_r2 59.203s agreeQ_all=True [679/2694 1671/h]
        s28000000212_p133_r2 68.491s agreeQ_all=True [680/2694 1669/h]
        s28000000217_p103_r1 34.221s agreeQ_all=False [681/2694 1671/h]
        s28000000212_p133_r3 76.389s agreeQ_all=True [682/2694 1665/h]
        s28000000217_p103_r2 44.153s agreeQ_all=True [683/2694 1664/h]
         s28000000218_p53_r2 30.776s agreeQ_all=False [684/2694 1662/h]
         s28000000218_p59_r3 37.374s agreeQ_all=True [685/2694 1654/h]
         s28000000218_p59_r1 39.144s agreeQ_all=True [686/2694 1655/h]
         s28000000218_p53_r3 41.432s agreeQ_all=False [687/2694 1657/h]
         s28000000218_p59_r2 39.995s agreeQ_all=True [688/2694 1658/h]
         s28000000220_p73_r1 34.422s agreeQ_all=True [689/2694 1659/h]
         s28000000220_p70_r3 35.499s agreeQ_all=False [690/2694 1660/h]
         s28000000220_p73_r2 35.377s agreeQ_all=True [691/2694 1660/h]
         s28000000219_p52_r1 47.262s agreeQ_all=True [692/2694 1658/h]
        s28000000219_p114_r1 43.318s agreeQ_all=False [693/2694 1660/h]
        s28000000212_p133_r1 105.271s agreeQ_all=True [694/2694 1662/h]
         s28000000220_p73_r3 37.039s agreeQ_all=True [695/2694 1664/h]
         s28000000219_p52_r2 46.601s agreeQ_all=True [696/2694 1666/h]
         s28000000222_p38_r1 26.193s agreeQ_all=True [697/2694 1653/h]
         s28000000223_p43_r2 24.019s agreeQ_all=True [698/2694 1655/h]
         s28000000222_p38_r3 26.454s agreeQ_all=True [699/2694 1657/h]
        s28000000221_p115_r1 51.789s agreeQ_all=True [700/2694 1659/h]
         s28000000222_p38_r2 28.541s agreeQ_all=True [701/2694 1659/h]
         s28000000224_p38_r2 27.16s agreeQ_all=True [702/2694 1652/h]
        s28000000223_p102_r2 33.995s agreeQ_all=False [703/2694 1654/h]
         s28000000224_p38_r1 30.903s agreeQ_all=True [704/2694 1653/h]
         s28000000224_p38_r3 29.899s agreeQ_all=True [705/2694 1655/h]
        s28000000221_p121_r1 59.116s agreeQ_all=True [706/2694 1657/h]
        s28000000223_p102_r1 39.241s agreeQ_all=False [707/2694 1659/h]
        s28000000223_p102_r3 38.503s agreeQ_all=False [708/2694 1658/h]
        s28000000221_p121_r2 63.83s agreeQ_all=True [709/2694 1656/h]
         s28000000224_p99_r2 39.703s agreeQ_all=False [710/2694 1656/h]
        s28000000221_p121_r3 64.565s agreeQ_all=True [711/2694 1656/h]
