1786897656313 -275000 4110000
1786897657452 -401562 4105390
1786897658939 -360937 4107187
1786897660803 -223437 4112031
1786897662687 -98437 4110937
1786897664356 -272656 4110937
1786897666022 -266406 4110546
1786897667226 -252343 4110000
1786897668401 -82812 4110000
1786897669827 -411718 4107578
1786897671852 -303125 4108828
1786897673396 -263281 4108671
1786897675013 -67187 4110703
1786897676456 -106250 4111640
1786897679243 -388281 4112890
1786897680474 -294531 4109687
1786897681915 -308593 4109140
1786897683188 -292187 4108671
1786897684755 -228906 4108750
1786897686302 -247656 4109765
1786897687833 -328906 4110468
1786897689377 -173437 4111406
1786897692142 -328906 4112343
1786897693365 -320312 4107578
1786897694512 -339843 4106562
1786897695700 -169531 4105859
1786897697661 -308593 4108046
1786897698812 -326562 4107500
1786897700156 -109375 4108750
1786897701348 -352343 4106953
1786897702941 -271875 4108437
1786897704972 -232031 4110390
1786897706253 -253906 4110546
1786897707431 -160937 4110859
1786897709030 -314062 4111562
1786897710706 -156250 4110078
1786897712549 -318750 4110468
1786897714548 -169531 4110468
1786897715696 -343750 4106718
1786897716880 -63281 4109843
1786897718026 -242968 4108203
1786897719174 -111718 4110859
1786897720313 -136718 4110546
1786897721494 -79687 4111562
1786897722675 -131250 4111875
1786897723849 -143750 4112265
1786897725019 -199218 4110546
1786897726194 -85937 4110546
1786897727383 -111718 4109843
1786897728558 -138281 4109531
1786897729698 -189062 4108203
1786897730848 -141406 4108828
1786897732005 -182812 4108750
1786897733170 -151562 4108203
1786897734341 -235156 4107812
1786897735501 -156250 4106093
1786897736644 -278906 4106406
1786897737829 -275000 4107578
1786897738985 -204687 4106328
1786897740141 -128125 4106015
1786897741288 -175000 4106171
1786897742458 -146093 4107265
1786897743630 -98437 4107734
1786897744762 -263281 4108125
1786897745927 -156250 4107812
1786897747104 -121093 4107578
1786897748242 -263281 4107500
1786897749394 -165625 4107890
1786897750568 -126562 4108906
1786897751726 -109375 4109218
1786897752930 -128906 4109375
1786897754089 -231250 4103515
1786897755260 -367187 4101406
1786897756444 -246093 4102187
1786897757614 -280468 4102890
1786897758763 -78906 4103593
1786897759920 -153906 4103984
1786897761108 -100781 4104453
1786897762263 -250000 4104375
1786897763421 -189843 4104062
1786897764608 -149218 4105390
1786897765775 -142968 4106640
1786897766947 -182031 4107187
1786897768108 -128906 4107500
1786897769283 -175000 4108437
1786897770462 -139843 4108515
1786897771630 -153125 4108125
1786897773093 -117968 4107968
1786897774253 -94531 4105000
1786897776311 -226562 4108437
1786897777513 -110937 4110078
1786897778686 -75781 4111484
1786897780615 -300781 4109375
1786897782137 -299218 4107187
1786897783684 -286718 4106328
1786897784905 -140625 4107187
1786897786387 -282812 4104140
1786897787502 -185156 4106250
1786897788652 -494531 4099687
1786897790178 -260156 4103203
1786897791699 -95312 4106250
1786897792942 -64062 4107656
1786897795360 -115625 4110703
1786897797817 -350781 4110546
1786897800573 -237500 4112109
1786897802160 -199218 4110468
1786897803656 -249218 4110234
1786897805192 -223437 4109687
1786897806789 -75781 4110234
1786897808756 -253125 4109687
1786897809911 -60937 4110390
1786897811075 -95312 4112421
1786897812252 -53125 4112734
1786897813406 -237500 4107656
1786897814604 -136718 4107343
1786897815858 -194531 4104218
1786897817028 -195312 4105078
1786897819009 -559375 4104687
1786897820664 -130468 4107968
1786897823490 -262500 4107734
1786897825157 -96093 4107031
1786897827991 -296093 4110625
1786897829804 -389843 4110703
1786897832220 -249218 4108437
1786897833746 -317968 4106562
1786897835390 -409375 4108593
1786897837729 -182031 4106171
1786897838874 -347656 4106562
1786897840046 -79687 4108437
1786897841251 -143750 4110703
1786897842417 -44531 4111562
1786897843565 -110937 4108281
1786897844956 -69531 4109609
1786897846476 -341406 4108281
1786897848136 -120312 4109531
1786897849322 -171875 4110703
1786897850479 -57031 4111484
1786897851840 -363281 4106250
1786897852981 -70312 4108593
1786897854923 -167187 4110703
1786897856634 -163281 4108750
1786897858508 -85156 4110390
1786897860102 -335156 4108906
1786897861408 -366406 4108125
1786897863867 -173437 4110859
1786897865401 -325000 4109140
1786897868176 -292187 4110468
1786897871229 -346093 4111796
1786897872909 -367187 4108281
1786897874237 -162500 4105468
1786897875839 -234375 4104609
1786897877486 -150781 4104296
1786897878990 -739843 4096875
1786897881672 -502343 4103515
1786897884158 -130468 4108437
1786897886607 -240625 4110312
1786897888422 -370312 4107578
1786897890896 -185937 4111250
1786897892419 -356250 4109453
1786897893958 -397656 4108906
1786897895395 -310937 4106875
1786897898040 -131250 4110859
1786897899636 -326562 4104140
1786897900731 -188281 4095859
1786897902089 -266406 4090390
1786897903481 -314843 4096406
1786897905325 -280468 4104765
1786897906878 -289843 4106640
1786897909028 -252343 4107890
1786897910571 -282812 4108359
1786897913114 -101562 4108750
1786897915208 -306250 4106328
1786897916354 -89062 4106015
1786897917527 -34375 4107890
1786897918682 -64062 4109765
1786897919889 -56250 4110546
1786897921089 -86718 4110859
1786897922272 -42968 4111718
1786897923468 -96093 4111953
1786897924638 -56250 4112265
1786897925809 -56250 4112109
1786897926980 -130468 4112187
1786897928150 -57812 4112578
1786897929310 -102343 4112812
1786897930480 -51562 4112656
1786897931637 -2479687 3929531
1786897932809 -2791406 3906640
1786897933980 -2694531 3887968
1786897935150 -2822656 3887031
1786897936321 -2734375 3886796
1786897937489 -2703906 3885703
1786897938656 -2753125 3885000
1786897939825 -2759375 3884218
1786897940993 -2824218 3885156
1786897942165 -2805468 3883593
1786897943346 -2590625 3883203
1786897944528 -2714062 3885000
1786897945701 -382031 4052421
1786897947823 -625000 4066484
1786897950074 -2252343 3886250
1786897951266 -2746875 3871406
1786897952441 -2763281 3873750
1786897953629 -2482812 3878437
1786897954797 -2640625 3881093
1786897955963 -2733593 3877343
1786897957113 -2510156 3881093
1786897958301 -2488281 3882343
1786897959469 -2603906 3880781
1786897960656 -2358593 3882187
1786897961835 -2239062 3884921
1786897963007 -2489062 3885468
1786897964182 -2457031 3887578
1786897965360 -2413281 3889531
1786897966533 -2498437 3890859
1786897967713 -2178125 3888203
1786897968888 -2350781 3889765
1786897970065 -2150000 3889843
1786897971246 -2203906 3892734
1786897972417 -2461718 3889375
1786897973590 -2252343 3888437
1786897974766 -2099218 3892343
1786897975942 -2187500 3889296
1786897977126 -2353906 3889765
1786897978302 -2410937 3890234
1786897979476 -2305468 3891875
1786897980883 -463281 4030234
1786897982635 -2607031 4012265
1786897984285 -382031 4040312
1786897985843 -505468 4035781
1786897987002 -471875 4035468
1786897988159 -2389062 3890937
1786897989334 -2578125 3884140
1786897991458 -1671875 4001250
1786897992710 -921875 4036875
1786897994423 -498437 4037109
1786897995937 -833593 4047187
1786897997079 -2633593 4044375
1786897998245 -85937 4057343
1786898000260 -221875 4063984
1786898002000 -217187 4068125
1786898004005 -269531 4074062
1786898005472 -302343 4072265
1786898007942 -172656 4076953
1786898009133 -173437 4077187
1786898010693 -494531 4061484
1786898012236 -337500 4066875
1786898013765 -438281 4066875
1786898015491 -540625 4071015
1786898017501 -354687 4072656
1786898018693 -346875 4074921
1786898019848 -321875 4071953
1786898021017 -120312 4075546
1786898022141 -188281 4077890
1786898023330 -178906 4078828
1786898024486 -117187 4079218
1786898025630 -114062 4081250
1786898026859 -123437 4081484
1786898028031 -196093 4081953
1786898029214 -185937 4083359
1786898030508 -135156 4083359
1786898031718 -275000 4082968
1786898032898 -130468 4083203
1786898034058 -200781 4083281
1786898035248 -70312 4083984
1786898037187 -110937 4088671
1786898038665 -376562 4086015
1786898040331 -289062 4085937
1786898041796 -141406 4087421
1786898043266 -346093 4087109
1786898044393 -236718 4086796
1786898045563 -164062 4086875
1786898046775 -120312 4087656
1786898047941 -131250 4088125
1786898049109 -201562 4088359
1786898050277 -804687 4078750
1786898052881 -366406 4086562
1786898053999 -136718 4088046
1786898055186 -128125 4088906
