rank,deck_paired_margin
0,44.500
1,37.500
2,34.000
3,34.000
4,33.500
5,32.500
6,29.500
7,28.500
8,27.500
9,26.000
10,25.500
11,23.500
12,23.000
13,22.500
14,21.500
15,21.500
16,20.500
17,20.000
18,20.000
19,20.000
20,19.000
21,19.000
22,18.500
23,18.500
24,17.500
25,17.500
26,16.500
27,16.500
28,16.000
29,15.000
30,14.500
31,14.500
32,14.500
33,14.000
34,14.000
35,13.500
36,13.500
37,13.000
38,13.000
39,12.500
40,12.500
41,12.500
42,12.500
43,12.000
44,12.000
45,12.000
46,11.500
47,11.500
48,11.000
49,11.000
50,11.000
51,11.000
52,10.500
53,10.500
54,10.000
55,10.000
56,9.500
57,9.500
58,9.500
59,9.000
60,8.500
61,8.000
62,8.000
63,8.000
64,8.000
65,7.500
66,7.500
67,7.500
68,7.500
69,7.500
70,7.000
71,7.000
72,7.000
73,7.000
74,6.500
75,6.500
76,6.000
77,6.000
78,6.000
79,5.500
80,5.000
81,5.000
82,5.000
83,5.000
84,4.500
85,4.500
86,4.000
87,4.000
88,3.500
89,3.500
90,3.500
91,3.500
92,3.500
93,3.000
94,3.000
95,3.000
96,2.500
97,2.000
98,2.000
99,1.500
100,1.000
101,0.500
102,0.500
103,0.000
104,0.000
105,-0.500
106,-0.500
107,-0.500
108,-1.000
109,-1.000
110,-1.000
111,-1.500
112,-2.000
113,-2.500
114,-3.000
115,-3.000
116,-3.500
117,-3.500
118,-3.500
119,-4.000
120,-4.000
121,-4.500
122,-4.500
123,-4.500
124,-4.500
125,-5.000
126,-5.000
127,-5.000
128,-5.000
129,-5.000
130,-5.000
131,-5.500
132,-6.000
133,-6.000
134,-6.500
135,-6.500
136,-6.500
137,-6.500
138,-6.500
139,-6.500
140,-6.500
141,-7.000
142,-7.000
143,-7.500
144,-8.000
145,-8.000
146,-8.000
147,-9.000
148,-9.500
149,-9.500
150,-9.500
151,-9.500
152,-10.000
153,-10.000
154,-10.000
155,-10.000
156,-10.500
157,-11.000
158,-11.000
159,-11.000
160,-11.500
161,-12.000
162,-13.000
163,-13.000
164,-13.000
165,-13.500
166,-14.000
167,-15.000
168,-15.000
169,-15.000
170,-15.000
171,-15.000
172,-15.500
173,-15.500
174,-16.000
175,-16.500
176,-17.000
177,-17.000
178,-18.000
179,-18.500
180,-18.500
181,-19.000
182,-19.500
183,-21.500
184,-22.000
185,-22.000
186,-23.500
187,-23.500
188,-24.000
189,-25.000
190,-26.500
191,-26.500
192,-26.500
193,-26.500
194,-29.000
195,-33.000
196,-33.000
197,-33.000
198,-35.000
199,-36.000
